,virusUprot,humanUprot
10674,P03428,Q92879
10675,P03428,Q96D53
10676,P03428,Q96DV4
10677,P03428,Q96EL3
10678,P03428,Q96EY1
10679,P03428,Q96EY7
10680,P03428,Q96KR1
10681,P03428,Q96PK6
10682,P03428,Q9BPW8
10683,P03428,Q9BQA1
10684,P03428,Q9BQG0
10685,P03428,Q9BUJ2
10686,P03428,Q9BYD1
10687,P03428,Q9C005
10688,P03428,Q9H2U1
10689,P03428,Q9H7E9
10690,P03428,Q9HAV7
10691,P03428,Q9HD33
10692,P03428,Q9NR56
10693,P03428,Q9NVP1
10694,P03428,Q9P015
10695,P03428,Q9UBS4
10696,P03428,Q9UJV9
10697,P03428,Q9UKM9
10698,P03428,Q9UL15
10699,P03428,Q9UNM6
10700,P03428,Q9UPT8
10701,P03428,Q9UQ35
10702,P03428,Q9Y224
10703,P03428,Q9Y265
10704,P03428,Q9Y2Q9
10705,P03428,Q9Y2R9
10706,P03428,Q9Y2X3
10707,P03428,Q9Y399
10708,P03428,Q9Y3I0
10709,P03428,Q9Y446
10710,P03428,Q9Y676
10711,P03428,Q9Y6M1
10712,P03428,Q9Y6N5
10713,P03431,A0AV96
10714,P03431,B4DGU4
10715,P03431,B4E022
10716,P03431,C9J2Y9
10717,P03431,E5RI99
10718,P03431,E9PH82
10719,P03431,F5H5U2
10720,P03431,G3V325
10721,P03431,G5E9S8
10722,P03431,G5E9W7
10723,P03431,K7EK07
10724,P03431,O00231
10725,P03431,O00267
10726,P03431,O00410
10727,P03431,O00567
10728,P03431,O14979
10729,P03431,O15514
10730,P03431,O43242
10731,P03431,O43852
10732,P03431,O60716
10733,P03431,O60832
10734,P03431,O75369
10735,P03431,O75494
10736,P03431,O95232
10737,P03431,O95758
10738,P03431,P04792
10739,P03431,P06730
10740,P03431,P07237
10741,P03431,P08579
10742,P03431,P08708
10743,P03431,P08729
10744,P03431,P09012
10745,P03431,P10155
10746,P03431,P11387
10747,P03431,P11413
10748,P03431,P12270
10749,P03431,P13674
10750,P03431,P14923
10751,P03431,P17987
10752,P03431,P19387
10753,P03431,P19388
10754,P03431,P22392
10755,P03431,P24928
10756,P03431,P25685
10757,P03431,P31948
10758,P03431,P33176
10759,P03431,P33240
10760,P03431,P34932
10761,P03431,P35268
10762,P03431,P35637
10763,P03431,P36954
10764,P03431,P39019
10765,P03431,P43243
10766,P03431,P43686
10767,P03431,P46781
10768,P03431,P46782
10769,P03431,P48643
10770,P03431,P49711
10771,P03431,P49756
10772,P03431,P51398
10773,P03431,P52294
10774,P03431,P52435
10775,P03431,P53618
10776,P03431,P55084
10777,P03431,P55265
10778,P03431,P55884
10779,P03431,P61247
10780,P03431,P62136
10781,P03431,P62140
10782,P03431,P62195
10783,P03431,P62244
10784,P03431,P62277
10785,P03431,P62333
10786,P03431,P62487
10787,P03431,P62841
10788,P03431,P62875
10789,P03431,P63167
10790,P03431,P63272
10791,P03431,P68431
10792,P03431,P78347
10793,P03431,P78527
10794,P03431,P82673
10795,P03431,P82675
10796,P03431,P82912
10797,P03431,P82914
10798,P03431,P82930
10799,P03431,P82932
10800,P03431,P82933
10801,P03431,P98175
10802,P03431,Q07020
10803,P03431,Q12873
10804,P03431,Q12906
10805,P03431,Q12996
10806,P03431,Q13435
10807,P03431,Q13509
10808,P03431,Q13547
10809,P03431,Q13813
10810,P03431,Q14204
10811,P03431,Q14247
10812,P03431,Q14764
10813,P03431,Q14974
10814,P03431,Q15008
10815,P03431,Q15020
10816,P03431,Q15637
10817,P03431,Q16531
10818,P03431,Q16540
10819,P03431,Q16555
10820,P03431,Q1KMD3
10821,P03431,Q2TB90
10822,P03431,Q49AN9
10823,P03431,Q5H9R7
10824,P03431,Q6IN84
10825,P03431,Q6NZY4
10826,P03431,Q6UN15
10827,P03431,Q71DI3
10828,P03431,Q7KZ85
10829,P03431,Q7Z6Z7
10830,P03431,Q7Z7H8
10831,P03431,Q8IX01
10832,P03431,Q8IXM3
10833,P03431,Q8N163
10834,P03431,Q8TAQ2
10835,P03431,Q92522
10836,P03431,Q92598
10837,P03431,Q92665
10838,P03431,Q92922
10839,P03431,Q96DH6
10840,P03431,Q96EY7
10841,P03431,Q96KR1
10842,P03431,Q96PK6
10843,P03431,Q96SI9
10844,P03431,Q96T37
10845,P03431,Q9BQA1
10846,P03431,Q9BSD7
10847,P03431,Q9BUJ2
10848,P03431,Q9BYD6
10849,P03431,Q9C005
10850,P03431,Q9H2U1
10851,P03431,Q9HCD5
10852,P03431,Q9HD33
10853,P03431,Q9NPE3
10854,P03431,Q9NQG5
10855,P03431,Q9NY12
10856,P03431,Q9UNM6
10857,P03431,Q9UNQ2
10858,P03431,Q9UPT8
10859,P03431,Q9UQ35
10860,P03431,Q9Y265
10861,P03431,Q9Y285
10862,P03431,Q9Y2X3
10863,P03431,Q9Y399
10864,P03431,Q9Y676
10865,P03431,Q9Y6M1
10866,P03431,Q9Y6N5
10867,P03433,A0AV96
10868,P03433,B4E022
10869,P03433,C9J2Y9
10870,P03433,C9J384
10871,P03433,C9JLU1
10872,P03433,E7EQR4
10873,P03433,E9PH82
10874,P03433,G5E9W7
10875,P03433,K7EK07
10876,P03433,O00267
10877,P03433,O00505
10878,P03433,O00567
10879,P03433,O00629
10880,P03433,O15514
10881,P03433,O43324
10882,P03433,O43390
10883,P03433,O60716
10884,P03433,O60832
10885,P03433,O75494
10886,P03433,O76021
10887,P03433,O95758
10888,P03433,O95816
10889,P03433,P07237
10890,P03433,P08579
10891,P03433,P08621
10892,P03433,P09012
10893,P03433,P16615
10894,P03433,P16989
10895,P03433,P24928
10896,P03433,P30048
10897,P03433,P35268
10898,P03433,P35637
10899,P03433,P38919
10900,P03433,P39019
10901,P03433,P42704
10902,P03433,P46781
10903,P03433,P46940
10904,P03433,P48047
10905,P03433,P51116
10906,P03433,P52294
10907,P03433,P55072
10908,P03433,P55084
10909,P03433,P55769
10910,P03433,P55884
10911,P03433,P60903
10912,P03433,P62136
10913,P03433,P62140
10914,P03433,P62244
10915,P03433,P62316
10916,P03433,P62487
10917,P03433,P62875
10918,P03433,P63167
10919,P03433,P63272
10920,P03433,P68431
10921,P03433,P78527
10922,P03433,P82912
10923,P03433,P82930
10924,P03433,P82932
10925,P03433,P82933
10926,P03433,P98175
10927,P03433,Q01085
10928,P03433,Q07157
10929,P03433,Q09161
10930,P03433,Q12996
10931,P03433,Q13547
10932,P03433,Q13595
10933,P03433,Q14152
10934,P03433,Q14204
10935,P03433,Q14244
10936,P03433,Q14764
10937,P03433,Q14974
10938,P03433,Q15020
10939,P03433,Q1KMD3
10940,P03433,Q2TB90
10941,P03433,Q49AN9
10942,P03433,Q53GQ0
10943,P03433,Q6P2Q9
10944,P03433,Q71DI3
10945,P03433,Q7KZ85
10946,P03433,Q8IXM3
10947,P03433,Q8N163
10948,P03433,Q8NEJ9
10949,P03433,Q92598
10950,P03433,Q92665
10951,P03433,Q92769
10952,P03433,Q96EY7
10953,P03433,Q96HS1
10954,P03433,Q96KR1
10955,P03433,Q96PK6
10956,P03433,Q96SI9
10957,P03433,Q9BQA1
10958,P03433,Q9BSD7
10959,P03433,Q9BYN8
10960,P03433,Q9C005
10961,P03433,Q9H7E9
10962,P03433,Q9NVP1
10963,P03433,Q9UJV9
10964,P03433,Q9UKD2
10965,P03433,Q9UN86
10966,P03433,Q9UPN3
10967,P03433,Q9Y230
10968,P03433,Q9Y2R9
10969,P03433,Q9Y2X3
10970,P03433,Q9Y446
10971,P03433,Q9Y5B9
10972,P03433,Q9Y6M1
10973,P03433,Q9Y6N5
10974,P03452,A1L0T0
10975,P03452,B4DLN1
10976,P03452,B4E022
10977,P03452,B7Z9L0
10978,P03452,C9JAW5
10979,P03452,E5RHG8
10980,P03452,H3BN98
10981,P03452,H7BZJ3
10982,P03452,O00148
10983,P03452,O00231
10984,P03452,O00232
10985,P03452,O00487
10986,P03452,O00743
10987,P03452,O14967
10988,P03452,O14975
10989,P03452,O15260
10990,P03452,O15269
10991,P03452,O15270
10992,P03452,O43570
10993,P03452,O43795
10994,P03452,O43813
10995,P03452,O43852
10996,P03452,O60613
10997,P03452,O60656
10998,P03452,O60762
10999,P03452,O75746
11000,P03452,O94826
11001,P03452,P00403
11002,P03452,P01130
11003,P03452,P02786
11004,P03452,P04843
11005,P03452,P05556
11006,P03452,P06703
11007,P03452,P07355
11008,P03452,P07858
11009,P03452,P08574
11010,P03452,P08729
11011,P03452,P09382
11012,P03452,P11166
11013,P03452,P11177
11014,P03452,P11413
11015,P03452,P14314
11016,P03452,P14625
11017,P03452,P17858
11018,P03452,P18085
11019,P03452,P19224
11020,P03452,P20618
11021,P03452,P20700
11022,P03452,P21796
11023,P03452,P21964
11024,P03452,P25787
11025,P03452,P26641
11026,P03452,P27797
11027,P03452,P27824
11028,P03452,P28066
11029,P03452,P31327
11030,P03452,P33993
11031,P03452,P34932
11032,P03452,P35579
11033,P03452,P35606
11034,P03452,P36542
11035,P03452,P36957
11036,P03452,P41250
11037,P03452,P46977
11038,P03452,P47755
11039,P03452,P47756
11040,P03452,P48047
11041,P03452,P48444
11042,P03452,P48643
11043,P03452,P49368
11044,P03452,P49721
11045,P03452,P49755
11046,P03452,P50454
11047,P03452,P51148
11048,P03452,P51153
11049,P03452,P51665
11050,P03452,P52907
11051,P03452,P53007
11052,P03452,P53621
11053,P03452,P54886
11054,P03452,P55084
11055,P03452,P55884
11056,P03452,P60604
11057,P03452,P60903
11058,P03452,P61020
11059,P03452,P61026
11060,P03452,P61160
11061,P03452,P61619
11062,P03452,P62136
11063,P03452,P62191
11064,P03452,P62333
11065,P03452,P78527
11066,P03452,P84077
11067,P03452,P84085
11068,P03452,P84090
11069,P03452,P84095
11070,P03452,Q01813
11071,P03452,Q03169
11072,P03452,Q12797
11073,P03452,Q13045
11074,P03452,Q13509
11075,P03452,Q14126
11076,P03452,Q14152
11077,P03452,Q14160
11078,P03452,Q14204
11079,P03452,Q14764
11080,P03452,Q15008
11081,P03452,Q15084
11082,P03452,Q16531
11083,P03452,Q27J81
11084,P03452,Q2TB90
11085,P03452,Q3ZCQ8
11086,P03452,Q5H9R7
11087,P03452,Q5VYK3
11088,P03452,Q643R3
11089,P03452,Q6P1M0
11090,P03452,Q6ZRP7
11091,P03452,Q8IXI1
11092,P03452,Q8IY17
11093,P03428,Q13123
11094,P03428,Q2TAY7
11095,P03431,Q9UQ80
11096,P03452,Q8N163
11097,P03452,Q8N1F7
11098,P03452,Q8N6M3
11099,P03452,Q8NBQ5
11100,P03452,Q8NF37
11101,P03452,Q8WUY1
11102,P03452,Q8WVX9
11103,P03452,Q92598
11104,P03452,Q92604
11105,P03452,Q96CS3
11106,P03452,Q96EY1
11107,P03452,Q96JJ7
11108,P03452,Q96T76
11109,P03452,Q99470
11110,P03452,Q99653
11111,P03452,Q99832
11112,P03452,Q9BPW8
11113,P03452,Q9BQA1
11114,P03452,Q9BSD7
11115,P03452,Q9BSJ8
11116,P03452,Q9BUP3
11117,P03452,Q9C005
11118,P03452,Q9H5Q4
11119,P03452,Q9H9B4
11120,P03452,Q9HBH0
11121,P03452,Q9HCN8
11122,P03452,Q9NYL9
11123,P03452,Q9NYU2
11124,P03452,Q9NZ01
11125,P03452,Q9P032
11126,P03452,Q9P035
11127,P03452,Q9UBF2
11128,P03452,Q9UBS4
11129,P03452,Q9UBV2
11130,P03452,Q9UJS0
11131,P03452,Q9UK22
11132,P03452,Q9UNM6
11133,P03452,Q9Y230
11134,P03452,Q9Y265
11135,P03452,Q9Y285
11136,P03452,Q9Y287
11137,P03452,Q9Y2S7
11138,P03452,Q9Y3L5
11139,P03452,Q9Y678
11140,P03452,Q9Y6N5
11141,P03468,A1L0T0
11142,P03468,B4DLN1
11143,P03468,B4E022
11144,P03468,C9JAW5
11145,P03468,F8W1R7
11146,P03468,H3BN98
11147,P03468,O00148
11148,P03468,O00264
11149,P03468,O00410
11150,P03468,O00483
11151,P03468,O14684
11152,P03468,O14828
11153,P03468,O14925
11154,P03468,O14967
11155,P03468,O14975
11156,P03468,O15031
11157,P03468,O15173
11158,P03468,O15269
11159,P03468,O15533
11160,P03468,O43156
11161,P03468,O43264
11162,P03468,O43324
11163,P03468,O43390
11164,P03468,O43570
11165,P03468,O43795
11166,P03468,O60287
11167,P03468,O60427
11168,P03468,O60506
11169,P03468,O60518
11170,P03468,O60656
11171,P03468,O60725
11172,P03468,O60762
11173,P03468,O75340
11174,P03468,O75396
11175,P03468,O75489
11176,P03468,O75616
11177,P03468,O75691
11178,P03468,O75947
11179,P03468,O76031
11180,P03468,O76071
11181,P03468,O94874
11182,P03468,O95202
11183,P03468,O95299
11184,P03468,O95373
11185,P03468,O95816
11186,P03468,O96005
11187,P03468,P00403
11188,P03468,P02786
11189,P03468,P04181
11190,P03468,P04843
11191,P03468,P04844
11192,P03468,P05556
11193,P03468,P07237
11194,P03468,P07384
11195,P03468,P07919
11196,P03468,P08240
11197,P03468,P08574
11198,P03468,P09601
11199,P03468,P10909
11200,P03468,P11166
11201,P03468,P11177
11202,P03468,P11216
11203,P03468,P11413
11204,P03468,P12004
11205,P03468,P13498
11206,P03468,P13667
11207,P03468,P14625
11208,P03468,P14868
11209,P03468,P15291
11210,P03468,P17812
11211,P03468,P18084
11212,P03468,P19224
11213,P03468,P20339
11214,P03468,P20674
11215,P03468,P21912
11216,P03468,P21964
11217,P03468,P22309
11218,P03468,P22695
11219,P03468,P24539
11220,P03468,P26641
11221,P03468,P27824
11222,P03468,P29317
11223,P03468,P31327
11224,P03468,P33993
11225,P03468,P35232
11226,P03468,P35606
11227,P03468,P40938
11228,P03468,P42704
11229,P03468,P43686
11230,P03468,P48047
11231,P03468,P48444
11232,P03468,P48643
11233,P03468,P49755
11234,P03468,P50402
11235,P03468,P50454
11236,P03468,P51148
11237,P03468,P51153
11238,P03468,P51571
11239,P03468,P52701
11240,P03468,P53007
11241,P03468,P53621
11242,P03468,P54136
11243,P03468,P56192
11244,P03468,P58557
11245,P03468,P60468
11246,P03468,P60604
11247,P03468,P61006
11248,P03468,P61026
11249,P03468,P61106
11250,P03468,P61619
11251,P03468,P62140
11252,P03468,P62195
11253,P03468,P62333
11254,P03468,P62820
11255,P03468,P62826
11256,P03468,P62873
11257,P03468,P67775
11258,P03468,P78527
11259,P03468,P84095
11260,P03468,Q00610
11261,P03468,Q01813
11262,P03468,Q02809
11263,P03468,Q03169
11264,P03468,Q03519
11265,P03468,Q06210
11266,P03468,Q07065
11267,P03468,Q07973
11268,P03468,Q13148
11269,P03468,Q13200
11270,P03468,Q13217
11271,P03468,Q13509
11272,P03468,Q13637
11273,P03468,Q14126
11274,P03468,Q14156
11275,P03468,Q14160
11276,P03468,Q14204
11277,P03468,Q14318
11278,P03468,Q14697
11279,P03468,Q14974
11280,P03468,Q15046
11281,P03468,Q15070
11282,P03468,Q15645
11283,P03468,Q16531
11284,P03468,Q16698
11285,P03468,Q16795
11286,P03468,Q29RF7
11287,P03468,Q53EU6
11288,P03468,Q53GQ0
11289,P03468,Q56VL3
11290,P03468,Q5BJD5
11291,P03468,Q5SRE5
11292,P03468,Q5T160
11293,P03468,Q5VV42
11294,P03468,Q5VW36
11295,P03468,Q5VYK3
11296,P03468,Q6NUK1
11297,P03468,Q6NUM9
11298,P03468,Q6P3X3
11299,P03468,Q6PJG6
11300,P03468,Q6ZRP7
11301,P03468,Q7KZN9
11302,P03468,Q7L8L6
11303,P03468,Q7Z7H8
11304,P03468,Q86UN3
11305,P03468,Q86Y56
11306,P03468,Q8IWA4
11307,P03468,Q8N163
11308,P03468,Q8N1F7
11309,P03468,Q8N6M3
11310,P03468,Q8N8R3
11311,P03468,Q8NBQ5
11312,P03468,Q8NF37
11313,P03468,Q8NHH9
11314,P03468,Q8TEM1
11315,P03468,Q8TEX9
11316,P03468,Q8WUY1
11317,P03468,Q8WVX9
11318,P03468,Q92538
11319,P03468,Q92616
11320,P03468,Q92621
11321,P03468,Q92887
11322,P03468,Q92973
11323,P03468,Q969V3
11324,P03468,Q969X5
11325,P03468,Q96A33
11326,P03468,Q96AG4
11327,P03468,Q96CS3
11328,P03468,Q96IV0
11329,P03468,Q96JJ7
11330,P03468,Q96KA5
11331,P03468,Q96KP1
11332,P03468,Q96P70
11333,P03468,Q96T76
11334,P03468,Q99470
11335,P03468,Q99653
11336,P03468,Q9BPW8
11337,P03468,Q9BPX3
11338,P03468,Q9BQB6
11339,P03468,Q9BQG0
11340,P03468,Q9BSF4
11341,P03468,Q9BSJ8
11342,P03468,Q9BUP3
11343,P03468,Q9BVK6
11344,P03468,Q9BVV7
11345,P03468,Q9BW72
11346,P03468,Q9BZQ6
11347,P03468,Q9C005
11348,P03468,Q9H0U4
11349,P03468,Q9H583
11350,P03468,Q9H5Q4
11351,P03468,Q9HAV4
11352,P03468,Q9HBH0
11353,P03468,Q9HCN8
11354,P03468,Q9HD45
11355,P03468,Q9NP72
11356,P03468,Q9NPL8
11357,P03468,Q9NU22
11358,P03468,Q9NUQ2
11359,P03468,Q9NXH8
11360,P03468,Q9NZ01
11361,P03468,Q9NZ08
11362,P03468,Q9NZ45
11363,P03468,Q9P035
11364,P03468,Q9P2E9
11365,P03468,Q9UBB4
11366,P03468,Q9UBF2
11367,P03468,Q9UBS4
11368,P03468,Q9UBV2
11369,P03468,Q9UBX3
11370,P03468,Q9UI12
11371,P03468,Q9UIA9
11372,P03468,Q9UJZ1
11373,P03468,Q9UN37
11374,P03468,Q9UNM6
11375,P03468,Q9UPT5
11376,P03468,Q9UPY5
11377,P03468,Q9Y230
11378,P03468,Q9Y265
11379,P03468,Q9Y266
11380,P03468,Q9Y287
11381,P03468,Q9Y2X3
11382,P03468,Q9Y3L5
11383,P03468,Q9Y3T9
11384,P03468,Q9Y5M8
11385,P03468,Q9Y5Z9
11386,P03468,Q9Y678
11387,P03468,Q9Y679
11388,P03468,Q9Y6C9
11389,P03468,Q9Y6D5
11390,P03468,Q9Y6D6
11391,P03468,Q9Y6M5
11392,P03468,Q9Y6N1
11393,P03496,A0AV96
11394,P03496,A1L0T0
11395,P03496,B4DLN1
11396,P03496,B4E022
11397,P03496,B7Z2F4
11398,P03496,C9JAW5
11399,P03496,F8W881
11400,P03496,G5E9W7
11401,P03496,K7EK07
11402,P03496,O00148
11403,P03496,O00231
11404,P03496,O00232
11405,P03496,O00483
11406,P03496,O00487
11407,P03496,O00567
11408,P03496,O15269
11409,P03496,O43242
11410,P03496,O43390
11411,P03496,O60506
11412,P03496,O60716
11413,P03496,O75494
11414,P03496,O75506
11415,P03496,O75794
11416,P03496,O94826
11417,P03496,O95347
11418,P03496,O95816
11419,P03496,P00367
11420,P03496,P02545
11421,P03496,P04843
11422,P03496,P06703
11423,P03496,P08621
11424,P03496,P09012
11425,P03496,P11413
11426,P03496,P12004
11427,P03496,P14678
11428,P03496,P14868
11429,P03496,P16615
11430,P03496,P18077
11431,P03496,P20700
11432,P03496,P27824
11433,P03496,P31153
11434,P03496,P31327
11435,P03496,P33993
11436,P03496,P39019
11437,P03496,P46778
11438,P03496,P46781
11439,P03496,P47897
11440,P03496,P48643
11441,P03496,P49406
11442,P03496,P50416
11443,P03496,P51153
11444,P03496,P51398
11445,P03496,P52298
11446,P03496,P52701
11447,P03496,P53618
11448,P03496,P54136
11449,P03496,P55884
11450,P03496,P61247
11451,P03496,P61619
11452,P03496,P62195
11453,P03496,P62244
11454,P03496,P62277
11455,P03496,P62333
11456,P03496,P62841
11457,P03496,P63092
11458,P03496,P82664
11459,P03496,P82673
11460,P03496,P82675
11461,P03496,P82930
11462,P03496,P82932
11463,P03496,P82933
11464,P03496,Q00325
11465,P03496,Q00610
11466,P03496,Q01813
11467,P03496,Q02543
11468,P03496,Q02978
11469,P03496,Q03169
11470,P03496,Q10570
11471,P03496,Q12797
11472,P03496,Q12906
11473,P03496,Q13045
11474,P03496,Q13148
11475,P03496,Q13263
11476,P03496,Q13405
11477,P03496,Q13435
11478,P03496,Q13509
11479,P03496,Q14204
11480,P03496,Q14764
11481,P03496,Q15020
11482,P03496,Q15046
11483,P03496,Q15050
11484,P03496,Q15149
11485,P03496,Q15434
11486,P03496,Q15633
11487,P03496,Q15637
11488,P03496,Q16531
11489,P03496,Q1KMD3
11490,P03496,Q27J81
11491,P03496,Q2TB90
11492,P03496,Q53GQ0
11493,P03496,Q5JUV6
11494,P03496,Q6NZI2
11495,P03496,Q6NZY4
11496,P03496,Q6P1M0
11497,P03496,Q6PKG0
11498,P03496,Q7L2E3
11499,P03496,Q7Z2W4
11500,P03496,Q7Z6Z7
11501,P03496,Q8IX01
11502,P03496,Q8IXM3
11503,P03496,Q8IY17
11504,P03496,Q8N163
11505,P03496,Q8N1F7
11506,P03496,Q8N5N7
11507,P03496,Q8NF37
11508,P03496,Q8TAQ2
11509,P03496,Q92598
11510,P03496,Q92615
11511,P03496,Q92665
11512,P03496,Q96AE4
11513,P03496,Q96DV4
11514,P03496,Q96EY7
11515,P03496,Q96PK6
11516,P03496,Q96PU8
11517,P03496,Q96SI9
11518,P03496,Q9BPW8
11519,P03496,Q9BYN8
11520,P03496,Q9C005
11521,P03496,Q9H936
11522,P03496,Q9H9J2
11523,P03496,Q9HBH0
11524,P03496,Q9HD33
11525,P03496,Q9NVI7
11526,P03496,Q9NVP1
11527,P03496,Q9NXH8
11528,P03496,Q9NXV2
11529,P03496,Q9NZB2
11530,P03496,Q9P015
11531,P03496,Q9P2E3
11532,P03496,Q9P2J5
11533,P03496,Q9P2K5
11534,P03496,Q9UBS4
11535,P03496,Q9UJV9
11536,P03496,Q9UKK3
11537,P03496,Q9UL15
11538,P03496,Q9UL40
11539,P03496,Q9ULD2
11540,P03496,Q9UPY3
11541,P03496,Q9Y265
11542,P03496,Q9Y291
11543,P03496,Q9Y2Q9
11544,P03496,Q9Y2R9
11545,P03496,Q9Y2X3
11546,P03496,Q9Y399
11547,P03496,Q9Y3D5
11548,P03496,Q9Y446
11549,P03496,Q9Y5V3
11550,P03496,Q9Y676
11551,P03496,Q9Y6N5
11552,P03508,B4DGU4
11553,P03508,B4E022
11554,P03508,C9J384
11555,P03508,F5H5U2
11556,P03508,G5E9W7
11557,P03508,K7EK07
11558,P03508,O00267
11559,P03508,O00743
11560,P03508,O43390
11561,P03508,O43852
11562,P03508,O60716
11563,P03508,O60832
11564,P03508,O75369
11565,P03508,O75494
11566,P03508,O75794
11567,P03508,O95232
11568,P03508,O95816
11569,P03508,P04843
11570,P03508,P04844
11571,P03508,P07237
11572,P03508,P08579
11573,P03508,P08729
11574,P03508,P09012
11575,P03508,P09382
11576,P03508,P09661
11577,P03508,P11413
11578,P03508,P12270
11579,P03508,P19387
11580,P03508,P26368
11581,P03508,P33240
11582,P03508,P35268
11583,P03508,P35637
11584,P03508,P39019
11585,P03508,P42704
11586,P03508,P43243
11587,P03508,P43686
11588,P03508,P46781
11589,P03508,P48643
11590,P03508,P49327
11591,P03508,P49406
11592,P03508,P49756
11593,P03508,P50416
11594,P03508,P51398
11595,P03508,P52294
11596,P03508,P55084
11597,P03508,P55265
11598,P03508,P62136
11599,P03508,P62140
11600,P03508,P62244
11601,P03508,P62277
11602,P03508,P62861
11603,P03508,P63167
11604,P03508,P68431
11605,P03508,P78527
11606,P03508,P82664
11607,P03508,P82675
11608,P03508,P82912
11609,P03508,P82914
11610,P03508,P82930
11611,P03508,P82933
11612,P03508,P98175
11613,P03508,Q05048
11614,P03508,Q07157
11615,P03508,Q08945
11616,P03508,Q10570
11617,P03508,Q12996
11618,P03508,Q13501
11619,P03508,Q13595
11620,P03508,Q13813
11621,P03508,Q14137
11622,P03508,Q14204
11623,P03508,Q14974
11624,P03508,Q15020
11625,P03508,Q15637
11626,P03508,Q15907
11627,P03508,Q16555
11628,P03508,Q1KMD3
11629,P03508,Q27J81
11630,P03508,Q2TB90
11631,P03508,Q53GQ0
11632,P03466,Q13838
11633,Q1K9H5,P04004
11634,Q20MH8,P04181
11635,Q20MH8,P04792
11636,Q20MH8,P04844
11637,Q20MH8,A1L0T0
11638,Q20MH8,A6NDU8
11639,Q1K9H5,O00165
11640,Q20MH8,O00410
11641,Q1K9H5,O00743
11642,Q20MH8,O14787
11643,Q1K9H5,O14818
11644,Q20MH8,O14893
11645,Q20MH8,O14929
11646,Q20MH8,O14980
11647,Q20MH8,O14981
11648,Q20MH8,O15269
11649,Q20MH8,O15397
11650,Q1K9H5,O15523
11651,Q20MH8,O43156
11652,Q20MH8,O43264
11653,Q20MH8,O43324
11654,Q20MH8,O43592
11655,Q20MH8,O43617
11656,Q1K9H5,O43707
11657,Q1K9H5,O43805
11658,Q20MH8,O43913
11659,Q20MH8,O60518
11660,Q20MH8,O75155
11661,Q20MH8,O75251
11662,Q20MH8,O75396
11663,Q20MH8,O75419
11664,Q20MH8,O76071
11665,Q20MH8,O94822
11666,Q20MH8,O94905
11667,Q20MH8,O95347
11668,Q20MH8,O95373
11669,Q20MH8,O95573
11670,Q20MH8,P00338
11671,Q20MH8,P00403
11672,P03508,Q5TEC6
11673,P03508,Q6NZY4
11674,P03508,Q71DI3
11675,P03508,Q7Z2W4
11676,P03508,Q7Z7H8
11677,P03508,Q8IX01
11678,P03508,Q8IXM3
11679,P03508,Q8N163
11680,P03508,Q8NF37
11681,P03508,Q8TAQ2
11682,P03508,Q8WXF1
11683,P03508,Q92620
11684,P03508,Q92665
11685,P03508,Q92879
11686,P03508,Q92922
11687,P03508,Q96AE4
11688,P03508,Q96EL3
11689,P03508,Q96EY7
11690,P03508,Q96KR1
11691,P03508,Q96PK6
11692,P03508,Q96SI9
11693,P03508,Q96T37
11694,P03508,Q9BQA1
11695,P03508,Q9BSD7
11696,P03508,Q9BUJ2
11697,P03508,Q9BYN8
11698,P03508,Q9C005
11699,P03508,Q9H307
11700,P03508,Q9H9J2
11701,P03508,Q9HCD5
11702,P03508,Q9HD33
11703,P03508,Q9NVI7
11704,P03508,Q9NVP1
11705,P03508,Q9P015
11706,P03508,Q9P2I0
11707,P03508,Q9UBS4
11708,P03508,Q9UQ35
11709,P03508,Q9Y2R9
11710,P03508,Q9Y3D5
11711,P03508,Q9Y6M1
11712,P03508,Q9Y6N5
11713,P03431,P04083
11714,P06821,P04083
11715,P03468,P05091
11716,P06821,P05091
11717,P06821,O00116
11718,P03452,O00767
11719,P03468,O00767
11720,P03496,O00767
11721,P03428,O14744
11722,P03431,O14744
11723,P03433,O14744
11724,P03496,O14744
11725,P03508,O14744
11726,P06821,O15084
11727,P03452,O43707
11728,P03468,O43707
11729,P03496,O43707
11730,P03508,O43707
11731,P03428,O43823
11732,P03433,O43823
11733,P03508,O43823
11734,P03428,O60218
11735,P03433,O60218
11736,P03452,O60218
11737,P03468,O60218
11738,P03496,O60218
11739,P03508,O60218
11740,P06821,O60218
11741,P03468,O60488
11742,P06821,O60488
11743,P03468,O94973
11744,P03508,O94973
11745,P06821,O95433
11746,P03428,O95573
11747,P03431,O95573
11748,P03452,O95573
11749,P03468,O95573
11750,P03496,O95573
11751,P03508,O95573
11752,P06821,O95573
11753,P03431,O95782
11754,P03496,O95782
11755,P03508,O95782
11756,P03431,O95816
11757,P03468,P00352
11758,P06821,P00352
11759,P05777,P63244
11762,Q20MH8,Q8IUR0
11763,Q20MH8,Q8N1B4
11764,Q20MH8,Q8N1F7
11765,Q20MH8,Q8N335
11768,Q20MH8,Q8NBM4
11769,Q20MH8,Q8NI27
11770,Q20MH8,Q8NI60
11771,Q20MH8,Q8TCG1
11772,Q1K9H5,Q8TCT9
11773,Q20MH8,Q8TED1
11774,Q20MH8,Q8TEX9
11775,Q20MH8,Q8WTW3
11776,Q20MH8,Q8WVR3
11777,Q20MH8,Q8WVX9
11778,Q20MH8,Q8WXD5
11779,Q20MH8,Q8WXE1
