"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q9H3Q1","BORG4_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q9Y305","ACOT9_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","O60684","IMA7_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","P81877","SSBP2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P06821","M2_I34A1 ","Q9Y6X0","SETBP_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03485","M1_I34A1 ","Q9H190","SDCB2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9UJ41","RABX5_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q6IBW4","CNDH2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9NZF1","PLAC8_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9UJC3","HOOK1_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9H892","TTC12_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q8N9N5","BANP_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8N9N5","BANP_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q8N9N5","BANP_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q9UHQ4","BAP29_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q7LBR1","CHM1B_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q96AT1","K1143_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q9P1Z2","CACO1_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9HA38","ZMAT3_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q96IK5","GMCL1_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q96T21","SEBP2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q96FZ7","CHMP6_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03485","M1_I34A1 ","Q9H898","ZMAT4_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q9H898","ZMAT4_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9H898","ZMAT4_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8N5R6","CCD33_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q8NHQ1","CEP70_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8NHQ1","CEP70_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q8NHQ1","CEP70_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8NF50","DOCK8_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q9BXR0","TGT_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q8N6Y0","USBP1_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8N6Y0","USBP1_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q96IP2","Q96IP2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q6P1W5","CA094_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q96MC5","CP045_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q96DZ9","CKLF5_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03508","NEP_I34A1 ","Q96FJ2","DYL2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03466","NCAP_I34A1 ","Q8TD10","MIPO1_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8TD10","MIPO1_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q96D05","CJ035_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8N448","LNX2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03452","HEMA_I34A1 ","Q8N448","LNX2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q8N448","LNX2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03431","RDRP_I34A1 ","Q8N448","LNX2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P06821","M2_I34A1 ","Q8N448","LNX2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q8N448","LNX2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03485","M1_I34A1 ","Q8N448","LNX2_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q8N661","TM86B_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","Q8N5I3","KCNRG_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03433","PA_I34A1 ","Q96EC8","YIPF6_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03428","PB2_I34A1 ","P0C7W6","CC172_HUMAN ","two hybrid","20064372"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P12235","ADT1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9Y3I0","RTCB_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q71U36","TBA1A_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q5VTE0","EF1A3_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q7L2E3","DHX30_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P68371","TBB4B_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9HCE1","MOV10_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q08380","LG3BP_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q14103","HNRPD_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q00839","HNRPU_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P15880","RS2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q86YZ3","HORN_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P68104","EF1A1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P12036","NFH_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9Y6M1","IF2B2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q86U42","PABP2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O00425","IF2B3_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q13151","ROA0_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O14979","HNRDL_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q12906","ILF3_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O75569","PRKRA_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P63104","1433Z_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P05141","ADT2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P51991","ROA3_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q92569","P55G_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P26599","PTBP1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P52597","HNRPF_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P46782","RS5_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q8N163","CCAR2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P62805","H4_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P09651","ROA1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q99729","ROAA_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P22626","ROA2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q07666","KHDR1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9NZI8","IF2B1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P07437","TBB5_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q15717","ELAV1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P55265","DSRAD_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O43143","DHX15_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q92900","RENT1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P31942","HNRH3_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9Y2I1","NISCH_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P16989","YBOX3_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q12905","ILF2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O95793","STAU1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P43243","MATR3_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P61981","1433G_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O00459","P85B_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q5JVF3","PCID2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P38159","RBMX_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O60506","HNRPQ_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P23396","RS3_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P14866","HNRPL_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P84090","ERH_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q13310","PABP4_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P31943","HNRH1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q05639","EF1A2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q15366","PCBP2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P12236","ADT3_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P42336","PK3CA_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9UKM9","RALY_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P27348","1433T_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q8WWM7","ATX2L_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P62258","1433E_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O14654","IRS4_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q3BBV2","NBPF8_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P61978","HNRPK_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P67809","YBOX1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","O43390","HNRPR_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P27986","P85A_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P11940","PABP1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P07910","HNRPC_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P42338","PK3CB_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P46783","RS10_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P05386","RLA1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9BUJ2","HNRL1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P31946","1433B_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P62847","RS24_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9NNW5","WDR6_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q08211","DHX9_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9Y265","RUVB1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P60660","MYL6_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P23528","COF1_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q562R1","ACTBL_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q9Y230","RUVB2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P35580","MYH10_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q92804","RBP56_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P35637","FUS_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q02539","H11_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P62269","RS18_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","Q32P51","RA1L2_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P22492","H1T_HUMAN ","tandem affinity purification","22810585"
"Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1)","211044","P03496","NS1_I34A1 ","P07900","HS90A_HUMAN ","tandem affinity purification","22810585"
