virusUprot,humanUprot
P03470,P04818
P05780,O43805
P03427,P31153
P03454,P04075
P15659,O43242
P03470,P39656
P05780,P36578
P15659,Q99615
P03427,Q8NC51
P03427,P62269
P03430,P13647
P03470,Q14558
Q89733,P16403
P03430,O15523
P03470,Q71U36
P03430,Q6PKG0
P05777,Q9Y230
P03427,Q15185
P03470,Q05519
P15682,P62857
Q89733,P0C0S8
P15682,Q14692
P03470,Q04323
P03430,P07437
P05780,P05198
P03470,P23396
P15659,P54652
P05777,O00571
P03454,P23528
P03427,P62273
P15682,O94992
P05780,P19387
P05777,O14735
P15659,P37108
P03427,Q99623
P15682,P06744
P15659,Q9NTJ3
P05780,Q9Y3F4
P05777,P51991
P03454,P68371
P05780,Q9UPT9
P15682,Q13185
P05780,O15294
P03454,P51665
Q20MH0,P18621
P05780,Q9BT78
P15659,P98175
P03427,P04792
P15682,P05783
P15659,P26358
P05777,P29692
P15682,Q9UKV3
P05780,P17980
P05777,P23246
P05777,Q9UPN3
P15682,Q13263
P03470,P08238
P03427,P26368
P03470,P49411
Q89733,P60709
P03427,Q13243
P03427,P26641
Q82506,Q9H307
P03470,P22626
P03470,P62805
P05780,Q13501
P03427,P60709
P03454,Q9Y6W3
P03470,P62333
P03454,P06576
P05777,O94915
P03470,Q99832
P03430,O95373
P15659,P62424
P03470,P35527
P15682,P27348
P05777,P14678
P03454,P05787
P03427,Q9GZR7
P03427,P62244
P03466,P52294
P03433,Q7Z3B4
P03508,P51116
H9XIJ5,Q9Y262
P15682,Q5T749
P05777,Q9Y6M1
P05780,Q15645
P15682,Q92620
P15682,A6NHR9
P03470,P52434
P03470,P36542
P03430,P25786
P05777,P28066
P05780,P61619
P15682,Q04637
Q82506,P49458
P03430,O75475
P15659,O15042
P03427,P13647
P03427,O00505
P15682,P39019
P05780,P05386
P05777,P62491
P05780,Q9P2X0
P03470,P16989
P05777,P52815
P05780,Q9C0E2
P15682,P08238
P03454,P08195
P05777,Q92900
P03470,Q96EY7
P03470,Q15717
Q20MH0,Q92598
P05777,Q3ZCQ8
P05780,O00767
P15682,P25789
P05780,Q99627
P05777,Q9UBE0
P03470,P00533
P15659,P62266
P05780,P28288
Q20MH0,Q99832
P05777,Q9Y696
Q20MH0,P04792
P15659,O95817
P03470,P46778
P05780,P29144
P03430,P02768
P05777,Q9Y5A9
P15682,Q13283
P05777,P46734
P15659,Q16629
P05777,Q9UKD2
P05777,Q13151
P03454,P06703
P03470,Q9Y4E8
P03427,P23396
P05780,Q5T160
P03470,P27708
P03454,P46776
P15682,P38159
P03470,Q9P258
P15682,P55084
P03470,P46781
P05780,P12004
P15682,Q86UE4
P15682,P60842
P03470,Q13151
P15682,P61326
P05780,Q13155
P05780,P50213
P15682,P35908
P03430,Q14498
P05777,P62318
P15659,Q02543
P05777,P62805
P15659,Q9Y224
Q82506,P63261
P15659,O95831
P05780,O15417
P03470,P62847
P05777,P61353
P05777,Q06830
Q20MH0,P50990
P03430,O14744
P05777,P05141
P05780,P62424
P05777,P04792
P05780,O43242
P15682,O94776
P15682,Q13148
P05777,O00264
P03427,Q71UM5
P03430,P62277
P03427,Q9UJY1
P15682,P62913
P03427,P17096
P05780,Q9UHW5
P05777,Q04323
P03454,P30566
P05777,Q00610
P03427,P49458
P03454,P26599
P03470,O75506
P05777,P23528
P03470,P09493
P03430,P62841
P03427,P11388
P03470,P04792
P03430,P60709
P03470,Q15363
P03470,P55060
P05777,O95433
P15682,P13639
P03427,Q9P0J7
P03470,P46779
P05780,P51148
P05780,P29034
P03454,P62241
P03470,P04264
P03454,P49755
P05780,O60518
P05780,Q9NR50
P05777,P40227
P03454,Q13151
P03470,P26640
P03430,P25398
P03470,Q6PKG0
P05777,P27797
P03427,P02545
P03454,Q92804
P05777,P49902
P03470,Q02878
P05777,Q13155
P03430,Q8N3C7
P15682,Q05519
P03430,O00487
P03470,P06733
P15682,P14923
P03470,Q9Y3D6
P15682,O15371
P03427,P08865
P15682,P63261
P05777,O00232
P03427,Q9NUL3
P03470,P46782
P15682,A1L443
P15682,Q05639
P03427,O15021
P05777,Q8WWY3
P05777,P31943
P03470,P53680
P05777,P06737
P03427,P04264
P03427,P61247
P03427,Q6PKG0
P05777,P18621
P03427,Q9ULH1
P03427,Q92841
P15659,P78316
P03427,P11387
P05780,Q5T4S7
P03430,P62826
P03430,O43242
P05777,Q13363
P15682,Q8WXX5
P05777,Q9H3G5
Q20MH0,P78371
P15682,Q13243
P05780,Q9UBB6
P15659,P25398
P05780,P43686
P05780,Q9NTJ3
P05780,P05121
P03430,Q14257
P05777,P40926
P05780,Q6P2Q9
P05780,P46776
Q1K9H5,P12004
P03428,P51116
H9XIJ5,Q9Y3D0
H9XIJ5,P01106
H9XIJ5,Q92667
Q1K9H5,Q96P70
H9XIJ5,Q14764
H9XIJ5,P23141
P15682,Q8N684
P05777,P39656
P15682,Q9Y3C1
P03427,Q8IXK0
P15659,P08238
P05777,Q07666
P05780,P07355
Q20MH0,P62263
Q20MH0,P23588
P05777,P48047
P15682,P62826
P15682,P16989
P03454,Q9NYF8
Q20MH0,Q13200
P03454,P11940
P03470,O94874
P03454,Q08380
P03470,P54277
P05780,Q5H9R7
P03454,P11021
P15659,P61978
P03470,Q13283
P03430,Q14444
P05780,Q9NX63
P15682,P68133
P15659,P62841
P05780,O00264
P03430,Q07065
P05777,O75607
P03427,Q9BRS2
P15682,Q8NE71
P03454,Q13283
P03454,P55209
P03427,P55036
P15659,P12236
P05777,Q9Y3D9
P15682,P35637
P03454,P62263
P03428,P07900
P03427,P62851
P05777,P10809
P05780,Q7L5N1
P05780,O15355
P03430,Q92598
Q82506,P07910
P05777,O95817
P05777,Q9NS69
P03454,P40429
P15659,Q04637
P03454,Q2TB90
P03470,Q9NR30
P03430,P62753
P05780,Q14232
P05777,Q15233
P15682,P08708
P05780,Q04323
P03470,P12268
P03470,Q00610
P05780,Q9NRZ9
Q82506,P62241
P15682,P27816
P15682,P46777
P03470,P02786
P05777,P14618
P15682,Q15149
P03470,P60174
P03470,P62857
P03470,P07305
P03470,Q8NE71
P15659,P62750
P05777,O43143
P05780,Q99832
P05780,Q7L576
P03454,Q01130
P15682,P82933
P03470,O00410
P05777,Q8N5C6
P05780,P06733
P05777,Q9NZL4
P03427,P17812
P05777,P27635
P03430,P36542
P03470,P25786
P05780,Q71UM5
Q82506,P68133
P03454,P05388
P03454,Q15717
P15682,P23396
P03470,Q9BYD2
P15659,O43795
P03427,O43242
P05780,Q3ZCQ8
P03454,P12956
P03427,P06737
P05777,Q14241
P03430,P35544
P15682,P07305
P03430,P11388
P03470,O95232
P15659,P61313
P03427,P26373
P05780,O14925
P05780,P41252
P03470,P06744
P03470,P51665
P05777,Q14203
P03427,P30050
P03470,P04632
P15659,P62314
P15659,Q96I25
P15682,Q14839
P03427,Q9Y3U8
P03454,P01889
P15682,Q9HCE1
P15682,P46087
Q82506,P62249
P15659,P84103
P03470,P23284
P05777,P48643
P03454,Q99832
P05777,Q13813
P05780,P40429
P05780,P17707
P05777,Q9BWJ5
P03470,O60568
P05777,P26641
P05777,P78316
P03470,Q9P2E9
P15682,Q13895
P05777,O75643
Q89733,P62913
P03470,P54727
P15659,Q49A26
P05780,P17987
P03430,O95816
P03470,Q9NX63
P05777,Q658P3
P15682,P46937
Q20MH0,O95817
P15659,P26641
P15682,P06737
P05777,P13645
P03470,O75531
P03454,P27635
P03470,Q8IV08
P03454,Q13439
P05780,Q6NUK1
P03470,Q9Y3F4
P15682,Q92900
P15659,P43243
P03470,Q92598
P03454,Q9C0B9
P03470,P07237
P03430,O43390
P15659,Q86VU5
Q82506,P39023
P03454,P29692
P03470,P08621
P15682,Q02952
P05777,P49458
P03430,Q16875
P05777,Q9UBS4
P03427,P61254
P03430,P52434
Q82506,P26599
P15682,Q92499
P05777,Q14498
P03454,P61247
P03454,P62195
P15682,P84098
P03454,Q99623
P05777,P82914
P03470,Q99615
P05780,O95816
P05780,Q92504
P03470,P54652
P03466,O00629
P03508,O14641
H9XIJ5,O75410
P03431,Q8NF05
P03508,P43364
P03470,P52815
P15682,Q9Y3B4
P03470,Q8IWX8
P03427,P43686
P03470,P08670
P15682,P21333
P03470,P61289
P05777,P54105
P03430,P46779
P05780,O15270
Q20MH0,P11142
P05777,P63261
P05777,P07737
P05780,Q92616
P03454,P62258
P15659,P68032
P05780,P46782
P15682,Q9UN86
P03470,Q13405
P15659,Q96EY1
P03470,P07900
P03470,P98175
P03470,Q01081
P03427,P83881
P15682,O75531
P03454,P09651
P03454,O43707
P03430,Q07955
P15682,Q13200
P05777,Q96C19
P03454,Q13885
P05777,Q86VP6
P03470,P04259
P15659,O60884
P05780,P84085
P15682,P62316
P03470,P42285
P03454,P35998
P03470,P98179
P03470,Q9Y3E5
P05780,Q8TCG1
P03454,Q9Y608
P03454,P62805
P15659,Q6P2Q9
P03470,P04350
P03470,P46459
P05777,Q9BUF5
P03470,Q12906
P05780,Q15370
P03427,Q16875
P03470,P62829
P05777,P20042
P15682,Q9Y3F4
P05780,O95573
P05777,Q9Y3B4
P03470,P55036
P03454,P62277
P03454,Q15084
P05780,O00255
P05780,Q9UH62
P05777,Q14152
P15682,P62701
P05777,Q12906
P05780,P84077
P03454,O75688
P05780,Q13619
P03454,Q9NZN4
P03430,Q13283
P03427,P07910
P03454,Q15293
Q89733,P09651
P05780,P25705
P03470,P13645
P03430,Q9P2E9
P05777,Q9P032
P03427,Q70IA6
P15659,Q8WWY3
P03430,Q5HYJ3
P03470,P09651
P03470,P05109
P05777,Q13243
P03470,Q16186
P03427,P13639
P03427,P16152
P15682,Q15084
P05777,Q13257
Q20MH0,Q02539
P05777,P15880
P15659,P38646
P03470,Q9Y6N5
P15659,Q9Y6N5
Q20MH0,P49411
P03470,P27635
P03427,Q6P2Q9
P03430,O00571
P05777,P63173
P05780,P23528
P15659,Q9UM00
P03454,P08708
P15682,P63173
P05780,O96008
P15659,P61247
P15659,P11388
P03470,P82933
P03427,Q8TD20
P05777,P60709
P15682,Q7L2E3
P15659,P23588
Q89733,P05387
P15682,P98179
P15682,O00303
P05777,P62826
P03470,P62979
P03454,P62314
P15682,Q02880
P15659,O00231
P03427,P06748
P15659,Q9Y6A4
P15682,P16403
P03454,P38159
P03427,P84090
P05780,Q13505
P03430,O00410
P05780,O43156
P05777,P11388
P03470,Q9Y5A9
P03470,P61978
Q20MH0,P61313
P05777,P07814
P05780,Q53H12
P03470,P62249
P05780,P60842
P03454,Q14697
P15659,P46778
Q1K9H5,O14818
Q1K9H5,Q9Y262
Q1K9H6,P52294
Q1I2B2,Q9Y224
Q1K9H6,P12004
Q20MH3,Q9NUL3
Q6DPA0,Q8N4C6
Q6DP94,P19429
Q0A2H1,P27540
Q20MD0,Q8NF50
Q20MD1,P43364
Q1I2B2,O75569
Q2PJP1,P06733
Q2PJP0,O95793
Q20MC8,Q93062
Q2PJP1,P63167
Q6DP94,P06733
Q20MH3,P15822
Q6DP93,Q13227
Q2PJP1,P07942
Q2PJP1,Q13227
Q0A2H0,P45984
Q1K9H2,P54105
Q20MD0,Q9BRK4
Q1K9H2,O94986
Q20MC6,Q8NF50
Q0A2H0,P15822
Q2PJP1,Q96HA1
Q2PJP0,Q14160
Q2PJP0,Q9NUL3
Q20MD1,Q8N5I3
Q20MH4,Q6PI77
Q0A2H1,O95219
Q0A2H1,Q9Y2V7
Q20MH4,P07942
Q1K9H2,Q12983
Q20MH4,Q08AM6
Q20MH3,Q15942
Q6DP94,Q9BSY4
Q0A2H0,P27986
Q6DP93,Q96SI9
Q0A2H0,Q9NY93
Q2PJP0,Q5SXM2
Q20MH4,Q9UIA0
Q2PJP0,O00459
Q2PJP1,P15822
Q6DP93,O00459
Q0A2H0,P21912
Q20MC6,Q93062
Q2PJP1,O95219
Q6DP93,Q13105
Q1I2B2,Q8NBZ7
Q2PJP0,O15226
Q20MD1,Q9P1Z2
Q20MC6,Q92997
Q1I2B2,Q32MZ4
Q0A2H0,P78352
Q0A2H1,P08865
Q20MD2,Q8N6Y0
Q6DP93,Q96RT1
Q20MD1,P02511
Q6DP94,Q9H3R5
Q20MC8,Q16656
Q0A2H1,Q9Y692
Q20MD0,O14641
Q2PJP0,P18583
A5Z256,Q5SXM2
Q1I2B2,Q49A26
Q0A2H1,Q13227
Q6QT26,P78352
Q20MD4,Q92997
Q20MH4,Q9H257
Q20MD1,Q96B26
Q6DP94,O95219
Q6DP93,Q9Y6X2
Q20MH4,Q13155
Q6DP94,P15822
Q20MC8,P51116
Q2PJP0,Q9NY93
Q0A2H1,Q96HA1
Q0A2H0,Q5TA45
Q6DP93,P45984
Q20MD0,Q08379
Q0A2H0,O00459
Q20MD5,Q8N448
Q20MH4,O14530
Q0A2H0,Q9Y6X2
Q20MD1,Q99081
Q20MH4,P27540
Q20MH3,O15226
Q1K9G9,P02745
Q464B3,P11940
Q1K9H2,Q16531
Q1K9G9,P60953
Q1K9G9,Q9UK41
Q1I2B2,Q9Y224
Q1K9H6,P12004
Q1K9H6,P02795
Q1K9H6,O14818
Q1K9H6,P52294
Q1I2B2,Q9NP64
Q1K9H2,Q15365
Q1I2B2,Q7Z3B4
Q1K9H2,P29692
Q1I2B2,P29692
Q20MD0,O95639
Q20MH4,P15822
Q38SR2,Q9Y224
Q6DP94,Q9UBW7
Q20MH3,Q9Y692
Q20MD1,Q6P1W5
Q20MD0,P43365
Q20MD1,Q9H2G9
Q20MH4,O95219
Q6DPA0,P63208
Q20MD1,Q96FJ2
Q1K9H2,P34949
Q20MC9,Q8N448
Q20MH4,P21912
Q0A2H1,P06733
Q6DP93,O75348
Q0A2H0,P46108
Q20MH4,Q96HA1
Q1K9H6,Q13501
Q0A2H1,P63010
Q6DP94,P35658
Q20MD0,P14373
Q6DP93,Q9C099
Q0A2H0,P18583
Q2PJP0,P21912
Q2PJP1,Q9NS73
Q2PJP1,Q13155
Q0A2H0,Q9Y692
Q20MD1,Q12933
A5Z256,Q14210
Q20MH3,Q12906
Q20MH4,Q8NC69
Q2PJP0,Q12906
Q20MH3,O95793
Q2PJP0,Q5TA45
Q20MH4,Q96MW5
Q6DP94,P63208
Q2PJP0,P06733
Q0A2H0,P19429
Q0A2H0,O75569
Q0A2H1,P35658
Q20MC8,Q8IUQ4
Q2PJP1,P19429
Q20MH3,P49589
Q20MH3,Q07817
Q1K9H2,Q07666
A5Z256,Q9BRB3
Q6DP94,Q96HA1
Q2RBU1,Q8WYN0
Q0A2H1,Q8TD31
Q2PJP0,P19429
Q20MC6,O14503
Q20MH3,Q96SI9
Q20MD1,O14503
Q20MC8,Q12800
Q0A2H0,Q9H1Y0
Q2PJP1,P63010
Q20MD1,Q8TD10
Q6DP93,P78352
Q20MD1,Q92997
Q20MD5,O43186
Q20MD5,P24278
Q0A2H0,Q5SXM2
A5Z256,Q5JPE7
Q6DPA0,P63010
Q20MH4,Q9BSY4
Q20MH4,P08865
Q20MD1,Q8N448
Q20MD1,Q9UJC3
Q20MH3,Q9Y6X2
Q0A2H1,Q9Y6X2
Q0A2H1,Q13155
Q6DP94,Q96MW5
Q6QT26,Q15633
Q0A2H1,Q13561
Q20MC6,Q9UJC3
Q0A2H1,P21912
Q2PJP1,P21912
Q0A2H0,P62750
Q0A2H1,Q9BSY4
Q20MD0,Q8N448
Q6DP93,Q15633
Q0A2H0,Q9C099
Q20MD1,Q8ND90
Q6QT26,Q9C099
Q20MD1,Q93062
Q2PJP1,Q9BSY4
Q20MH4,P19429
Q6DP94,Q5W0U4
Q20MD4,Q9H190
Q6DP94,Q15942
Q20MD0,Q9UL40
Q0A2H1,P19429
Q20MC6,O75410
Q0A2H0,P49589
Q6QT26,Q12906
Q6DP93,O15226
Q6DPA0,Q13561
Q20MD1,Q12800
Q2PJP0,Q6PI77
Q6DPA0,Q9UBW7
Q20MH3,P68104
Q0A2H1,P01857
Q6DP93,P21912
Q0A2H0,Q07817
Q6QT26,O00459
Q6QT26,O14908
Q20MD0,O95793
Q0A2H1,Q9UBW7
Q1I2B2,Q8TD26
Q6DP94,Q5SXM2
Q6DPA0,P35658
Q20MH4,Q8TD31
Q20MH4,Q9Y6X2
Q38SQ9,O60684
Q20NX5,P46108
Q38SQ9,P52294
Q20NX5,P46108
Q38SR2,Q9Y224
Q20MD0,P19338
Q38SQ9,P52294
Q1K9H6,Q16587
Q1K9H6,Q13287
Q1K9H6,P23141
Q1K9G9,P02745
Q1I2B2,P24928
Q1I2B2,Q15365
Q20MD0,O14503
Q1I2B2,P06396
Q20MC6,P43356
Q6DP94,Q9Y244
A5Z256,O75348
Q20MD5,O43889
Q20MH3,Q674X7
Q0A2H1,Q9Y6N6
Q2PJP0,P78352
Q6QT26,O14907
Q6DP93,Q9NY93
Q20MD4,Q8N448
Q20MH4,Q9UBW7
Q6DP94,Q4J6C6
Q2PJP1,Q13561
Q6DP93,Q12906
Q2PJP1,Q9Y6N6
Q0A2H1,Q4J6C6
Q6DP94,P07942
Q6DPA0,P27540
Q2PJP1,Q5SXM2
A5Z256,P03973
Q2PJP0,Q13105
Q0A2H0,Q12906
Q20MC6,Q8N448
Q2PJP0,O75569
Q6DPA0,P21912
Q0A2H1,Q9UIA0
Q30NB4,Q9H1Y0
Q20MC6,Q6P1W5
Q20MH3,O14907
Q20MD0,Q9HA38
Q1I2B2,P29692
Q20MD0,Q8N5R6
Q2PJP0,Q15633
Q6DPA0,Q5SXM2
Q2PJP1,Q8N4C6
Q6DP94,Q9Y692
Q6DP93,Q9NUL3
Q20MD1,Q8NHQ1
Q2PJP0,Q8NC69
Q2PJP1,Q6PI77
Q0A2H1,Q9H3R5
Q20MC6,Q13077
Q20MD2,P40692
Q2PJP0,Q96RT1
Q20MD2,P52294
Q20MH4,Q9Y692
Q2PJP0,P27986
Q20MD1,O75410
Q20MD1,P43360
Q6QT26,Q96SI9
Q0A2H0,O15226
Q1I2B2,P35658
Q20MD0,Q9H898
Q2PJP0,P62750
Q6DP93,P15822
Q2PJP1,P08865
Q0A2H0,Q14160
Q0A2H0,O95793
Q20MH4,Q9Y6N6
Q6QT26,P15822
Q0A2H0,Q9NYF8
Q6DP94,Q13227
Q6QT26,P18583
Q0A2H1,Q08AM6
Q0A2H1,P63208
Q20MD0,Q9Y2D8
Q6DP93,O75569
Q20MH3,O75348
Q20MH4,O75348
Q6QT26,P45984
Q20MD0,O75569
A5Z256,Q15365
Q20MC6,P0C7W6
Q20MD4,P50222
A5Z256,P16083
Q6QT26,Q9Y6X2
Q6DP94,Q9Y6X2
Q30NP4,Q9Y224
Q2PJP0,Q13227
Q6QT26,O15226
Q0A2H0,Q15942
Q2PJP0,Q9C099
Q20MH4,Q9Y2V7
Q2PJP1,O95229
Q2PJP1,O75348
Q20MH3,Q9NY93
Q6DP94,Q6PI77
Q0A2H0,O95639
Q20MH4,P63167
Q0A2H1,P63167
Q6DP93,P06396
Q20MD0,O75525
Q20MD1,Q8NF50
Q6QT26,Q9UBW7
Q6DP94,P21912
Q2PJP0,O14908
Q20MH3,P62750
Q20MH4,Q13561
Q0A2H1,Q6PI77
Q1K9H2,P52294
Q20MD0,P19338
Q1I2B2,Q7Z3B4
Q1I2B2,Q15365
Q1I2B2,O14818
Q1K9H6,P25685
Q1I2B2,P24928
Q1K9H6,Q92905
Q1K9H6,P29692
Q1I2B2,P12004
Q1K9H6,Q9BRH9
Q1K9H6,P59910
Q1K9H6,P15104
Q1I2B2,P02795
Q1K9H6,Q9HAU4
Q6DP94,Q8N4C6
Q20MD2,Q96MC5
Q0A2H0,Q9NUL3
A5Z256,P15104
Q1K9H2,Q9HD26
Q6DP94,P63167
Q20MH3,Q9UBW7
Q2PJP0,O14907
Q2PJP0,Q9UBW7
Q0A2H0,Q96SI9
Q6QT26,P49589
Q20MH4,Q13227
Q20MD0,P63279
Q1K9G9,P02745
Q6DPA0,P19429
Q20MH3,P27986
Q0A2H0,O14907
Q0A2H1,Q5W0U4
Q20MH4,P63010
Q20MC6,Q9H2G9
Q20MH4,P01857
Q20MH4,Q9H3R5
Q2PJP0,O75348
A5Z256,Q8N668
Q0A2H0,O14908
Q20MD2,O00505
Q2PJP1,Q13105
Q20MD2,P24278
Q0A2H1,Q8NC69
Q2PJP1,Q4J6C6
Q20MD1,Q9UJ41
Q1I2B2,P61457
Q6QT26,Q9Y692
Q6DP93,O95793
Q2PJP1,Q9Y244
Q6QT26,P27986
Q2PJP1,P01857
Q6DP93,O14907
Q0A2H1,O95229
Q6DP94,Q9Y6N6
Q2PJP1,Q8TD31
A5Z256,O14818
Q1I2B2,Q03001
Q20MH3,O75569
Q20MC6,Q12933
Q2PJP0,P15822
Q6DP93,O95639
Q20MD1,Q13155
Q20MC6,Q8ND90
Q20MC6,Q8N5I3
Q0A2H1,Q96MW5
Q20MD0,Q6NT76
Q20MC6,Q8TD10
Q0A2H1,P15822
Q2PJP1,Q96MW5
Q0A2H0,Q8NC69
Q20MC8,Q06547
Q20MC6,O14641
Q20MD0,P45984
Q20MD0,Q15633
Q6DPA0,P63167
Q6QT26,O95639
Q20MC6,Q99081
Q6DP94,O95229
Q20MD2,Q9Y5V3
Q20MC8,Q8N9N5
Q1I2B2,Q9Y224
Q2PJP0,Q96HA1
Q6DPA0,O75348
Q0A2H0,Q9UBW7
Q2PJP1,P35658
Q20MH4,Q5SXM2
Q20MD1,P0C7W6
Q20MC8,Q99081
Q20MH3,O95639
Q20MC6,Q8NHQ1
Q0A2H0,O75348
Q6DP94,P01857
Q20MC6,P02511
Q1I2B2,Q9BVV6
Q20MD1,Q13077
Q6QT26,O75569
Q6DP93,P27986
Q20MD1,O14641
Q2PJP0,Q96SI9
Q6DP94,Q13155
Q6DP94,P63010
Q0A2H1,Q8N4C6
Q2PJP1,Q9H3R5
Q2PJP1,P63208
Q6DPA0,Q5W0U4
Q1K9H2,Q8WXF7
Q0A2H0,Q15633
Q0A2H1,O75348
Q20MC6,Q9UJ41
Q20MD4,O14641
Q20MC6,P43364
Q6DP94,O75348
Q6DP93,Q14160
Q20MH4,Q4J6C6
Q2PJP1,P27540
Q20MD5,Q9Y6X0
Q20MD1,Q8N6Y0
Q20MH3,Q15633
Q2PJP0,P49589
Q1K9H2,Q96DT6
Q20MC6,Q96B26
Q0A2H1,Q9H257
Q6QT26,Q14160
Q6DPA0,Q13105
Q2PJP0,Q9NYF8
Q20MH3,O00459
Q38SQ9,P52294
Q20NX5,P46109
Q20NX5,P46109
Q30NP4,Q9Y224
Q1K9H6,Q14764
Q1K9H6,Q13111
Q1K9H6,Q8NI08
Q1I2B2,Q9Y262
Q1I2B2,O75569
Q1K9H6,P15104
Q1K9H6,P59910
Q1I2B2,O15287
Q1I2B2,O75569
Q2PJP0,P45984
Q20MC6,Q9P1Z2
Q6DP93,O14908
Q6QT26,O95793
Q6DPA0,Q9NS73
Q0A2H1,Q15942
Q20MH4,Q96RT1
Q6DP94,Q8TD31
Q20MC8,Q15654
Q2PJP0,Q9Y6X2
Q6QT26,Q9NY93
Q20MH3,P18583
Q0A2H0,P06733
Q0A2H1,Q5SXM2
Q2PJP1,Q9UBW7
Q20MD2,Q96IK5
Q2PJP0,O95639
Q6DPA0,P06733
Q2PJP1,Q5W0U4
Q6DPA0,Q9Y244
Q0A2H1,P07942
A5Z256,P02795
Q6DP93,Q9UBW7
Q20MH3,Q14160
Q6QT26,Q9NUL3
Q20MC6,Q8N6Y0
Q20MH3,O00459
Q6DP94,Q13561
Q6DP93,P18583
Q20MD2,O60684
Q0A2H0,Q13105
Q1I2B2,P24928
Q1K9H2,P06748
Q1K9H6,Q8TDD1
Q1K9H6,P51948
P03431,Q86TT2
P03431,Q6N030
P03466,P52292
P03433,P50570
P03427,Q13765
P15682,Q13765
P15682,A8K5I0
P03470,A8K5I0
P05780,A8K5I0
Q6DNN3,P52292
Q38SQ9,P52292
Q20MH0,A8K5I0
P03454,A8K5I0
P03430,A8K5I0
P05777,A8K5I0
P03427,A8K5I0
P15659,A8K5I0
P15659,Q13765
P03470,Q13765
P03466,P52292
B2BTY8,Q92905
B2BTY8,Q9Y262
B2BTY8,O15287
B2BTY8,Q13287
B2BTY8,Q7Z3B4
B2BTY8,O75569
Q9DLK6,P54105
Q9DLK6,Q07666
Q9DLK6,O94986
Q67020,Q9Y224
Q9DLK6,Q8WXF7
Q9DLK6,P34949
Q67020,P06396
Q67020,P29692
Q67020,Q03001
Q67020,Q9BVV6
Q67020,Q8TD26
Q67020,P35658
Q67020,Q49A26
Q67020,Q32MZ4
Q67020,P61457
Q67020,Q8NBZ7
Q1K9H5,Q9H0E9
Q67020,O75569
Q1K9H5,Q96P70
Q1K9H5,Q15038
Q1K9H5,Q96EB1
Q1K9H5,P17844
Q1K9H5,P02794
Q1K9H5,P49848
Q1K9H5,Q7RTY1
Q1K9H5,P46781
Q1K9H5,Q9Y287
Q1K9H5,P62913
Q1K9H5,Q9Y2K1
P03431,P01871
Q5QF18,P52292
Q9DLK6,P29692
Q9DLK6,Q15365
Q67020,P29692
Q67020,O15287
Q67020,Q9Y224
Q67020,P02795
Q67020,Q7Z3B4
Q67020,P12004
Q67020,Q15365
Q67020,O75569
Q67020,P24928
Q67020,Q9NP64
Q1K9H5,P17844
Q1K9H5,P68104
Q1K9H5,P29692
Q1K9H5,Q8TDD1
Q1K9H5,Q7Z3B4
Q1K9H5,P12004
Q1K9H5,P49848
B4URF7,Q92905
B4URF7,P59910
B4URF7,P29692
B4URF7,P15104
B4URF7,Q9HAU4
B4URF7,P12004
B4URF7,Q9BRH9
B4URF7,P52294
P03496,P55265
H9XIJ5,Q92667
H9XIJ5,A2A2Z9
H9XIJ5,O75891
H9XIJ5,P04083
H9XIJ5,P17655
H9XIJ5,Q8TDL5
H9XIJ5,Q5VTT2
H9XIJ5,P11274
H9XIJ5,Q8IXJ9
H9XIJ5,Q14203
H9XIJ5,Q02388
H9XIJ5,O00299
H9XIJ5,Q13111
H9XIJ5,P23141
H9XIJ5,Q92905
H9XIJ5,P25685
H9XIJ5,P59910
H9XIJ5,O75953
H9XIJ5,O95147
H9XIJ5,Q8TDD1
H9XIJ5,Q9Y262
H9XIJ5,O15287
H9XIJ5,O75955
H9XIJ5,P15104
H9XIJ5,Q9Y3D0
H9XIJ5,P51948
H9XIJ5,P0CAP2
H9XIJ5,Q58WW2
H9XIJ5,Q6ZMV9
H9XIJ5,Q9UJA3
H9XIJ5,P02795
H9XIJ5,Q13287
H9XIJ5,Q8NI08
H9XIJ5,Q5JPE7
H9XIJ5,Q14728
H9XIJ5,Q14764
H9XIJ5,P01106
H9XIJ5,P47712
H9XIJ5,P12004
H9XIJ5,P05165
H9XIJ5,Q9NXX6
H9XIJ5,P61916
H9XIJ5,Q12824
H9XIJ5,P48556
H9XIJ5,Q9Y244
H9XIJ5,Q9H1D9
H9XIJ5,P30876
H9XIJ5,P62937
H9XIJ5,Q9HAU4
H9XIJ5,Q8NDB6
H9XIJ5,Q14134
H9XIJ5,Q2TAA8
H9XIJ5,O75410
H9XIJ5,Q9H3M7
H9XIJ5,Q9NP64
H9XIJ5,Q9BRH9
H9XIJ5,P0CG48
H9XIJ5,Q16587
H9XIJ5,Q2QGD7
P03496,P55265
P03496,O95793
P03496,Q03188
P03496,Q9NY93
P03496,Q9NX74
P03496,Q12906
P03496,P55265
Q67020,Q9Y262
Q67020,Q9Y224
Q67020,Q15365
Q67020,Q7Z3B4
Q67020,P24928
Q67020,O14818
Q67020,O75569
Q67020,Q194T2
Q1K9H5,P23141
Q1K9H5,Q13111
Q1K9H5,Q9Y262
Q1K9H5,Q13287
Q1K9H5,P51948
Q1K9H5,P12004
Q1K9H5,O14818
B4URF7,P23141
Q1K9H5,Q194T2
B4URF7,Q13111
B4URF7,Q8TDD1
B4URF7,P25685
B4URF7,P59910
B4URF7,P15104
