gene,mut,BME0304,BME0390,BME0736,BME1013,BME1044,BME1111,BME1361,BME1482,BME1577,BME1658,CBU CirA,CBU0388,CBU CirB,CBU0794,CBU CirC,CBU1198,CBU1217,CBU1314,CBU CirD,CBU_CirE,ST AvrA,ST CigR,ST GtgE,ST PipB,ST SipD,ST SopD,ST SptP,ST SpvB,ST SseC,ST SseG,ST SseI,ST SseK1,ST SseK2,ST SseK3,ST SteA,ST SteB
TEL2,TEL2-15,4.384019688,3.205107111,0.095525868,-1.804006428,3.931633578,1.33448873,-0.891196084,-2.874774792,0.098213724,3.399356851,-1.073369591,-3.517352963,3.453026598,-2.121626984,-1.609724339,-3.785765014,-1.632022251,-3.165774505,0.663394676,-1.313810268,1.3872598,1.818098032,-3.730449541,2.853661168,0.730326778,-0.231591246,-2.984129617,2.017597516,-3.133266937,-5.468733692,-0.418984867,-1.685743083,-0.086617328,1.19673152,0.03639268,-2.811486093
OYE2,OYE2,-1.341575759,-0.535188398,2.205515638,0.608361712,0.135125044,-0.757623228,1.229429258,1.682192394,0.693823406,1.755518217,-1.124289464,-2.389835559,-1.470692836,-1.283792036,0.799415711,1.810916105,-1.981532281,-2.574271231,1.342078789,1.30865313,-0.288267052,1.018255881,0.614580099,-1.520676558,3.071821157,-0.61426115,-2.990404016,1.789004597,0.177845557,-2.845765534,1.019081908,-0.806785736,0.354099584,0.786058498,0.20952499,0.340392737
CRZ1,CRZ1,1.102591256,1.365965054,-1.067290853,2.732616054,1.026452313,-3.192621664,0.184579989,0.645282925,0.102003667,3.334218668,0.272469348,-5.249677599,1.690844059,-0.701569445,1.722352078,-0.749087042,-0.849362683,-3.25495439,0.576024245,-0.355840589,-0.795802289,1.184559643,-1.951061764,0.642047946,1.236567636,-2.675445136,-2.993894531,1.591673744,-1.223949481,-1.649641007,-1.756205157,0.292687699,-4.451657312,1.287003964,-0.372375002,-1.594270124
GCD10,GCD10-506,0.499645352,-1.518361505,4.673605435,-0.254570091,2.184845542,1.867156428,1.150512238,1.997789035,1.98638868,2.015333566,-1.160297755,-3.432218916,0.699939212,-2.145132605,1.463697267,2.710499392,-0.045127001,-4.663536473,2.386785816,3.435340759,-1.088682214,1.708294736,0.803693936,-0.907800889,1.920633809,-1.429648106,-2.998878621,1.76343588,0.488113058,-1.833357663,3.960804958,-0.147529254,-2.839241646,-0.472011743,3.552055671,2.722676189
MTC3,MTC3,0.458859201,-2.046153864,-0.172222579,1.359105364,-0.965135956,1.869145689,-0.154831817,-1.982451335,-0.940226916,-0.382679127,-0.36956926,-0.318668262,0.647202419,-0.477297345,2.455649653,-0.0935307,0.28362248,-0.526626882,-0.297713219,-0.459655456,-1.327978023,1.712918242,-0.238372129,-0.499562811,-2.592835522,-0.914032669,-3.006628474,-1.670074204,-0.040219312,-1.069089545,1.723566704,1.545840878,-0.64916701,2.681312006,0.651720432,-1.007324571
RSP5,RSP5-3,-0.828677289,1.697610545,0.378765993,0.560323976,2.48725578,3.488987887,5.676513356,-4.389932622,1.382813801,2.934443821,-2.411007896,-1.88142682,1.664951192,-0.84528547,-1.756754155,-1.724779505,4.085806154,2.847834501,-1.867633174,-4.834252531,-2.173168109,-1.07309535,-0.431707826,2.202696492,1.408391958,1.708817791,-3.008396277,0.124374541,-1.927275144,-0.546926777,2.571922317,-4.28697768,-2.592128775,-0.116349745,3.637677152,-0.929209299
CDC6,CDC6-1,-1.021484292,1.24407624,3.128009583,1.290900528,4.653012155,2.230654613,-0.071869055,-5.176639855,-0.99410899,-0.011653609,-0.871321676,0.390213495,0.894485279,-4.732681979,2.248838671,-2.782581052,0.104955632,0.572114012,-2.106961464,-3.828727579,3.796705875,0.566431063,2.484581463,1.236190054,-2.96489746,0.932747165,-3.032021033,1.637223783,0.226391837,-0.636098986,-1.450899251,-4.725699218,2.244167985,-2.780934177,-2.887628365,2.017822978
TIR2,TIR2,-0.827271624,0.545034373,1.376768771,-0.28220749,-0.781853779,-0.389989882,0.596456264,-0.630609444,1.011526572,0.633332703,-0.269136905,-0.608704416,-0.36524969,0.212685216,-2.670865757,-0.718420673,0.22627547,-1.960527059,-0.252398491,-0.038434424,0.266140215,3.951449035,0.082485049,0.516297874,2.544578087,-2.253166651,-3.036255594,0.985921927,-0.879800011,-3.438893338,0.970172098,-1.514788948,-2.054934315,2.219680252,1.846471658,-1.079178045
CAB2,CAB2-5001,0.470143669,2.713410581,-1.6809922,2.344083847,2.799471413,-1.315495826,-0.180456482,1.395850143,-0.732717968,4.141876854,0.312839584,-3.987947134,2.139782473,-4.829750598,3.871764392,-0.432572669,-4.242687832,-3.273880477,2.51749536,-0.285164852,-3.022070731,-0.750084725,-2.840666393,-1.579680281,-0.42002767,-3.195995381,-3.051196518,1.917819612,-2.139593587,-3.159548998,-0.447475905,5.294618658,-0.403756199,2.487889559,-3.329256304,-2.519215315
MRS6,MRS6-2,-3.418971815,1.077882939,0.888280405,2.116491496,3.532417416,-2.095907644,-0.198669893,-0.518105981,2.813725421,1.723371338,-0.621598448,1.410715848,-0.781703464,-1.863196014,-1.944181473,1.055821169,-0.566448402,-2.07015702,-1.449303607,-0.425583841,3.464618741,1.987413244,5.234423183,-1.062567191,-0.973958697,-3.902638628,-3.051528166,1.719838772,6.845979626,4.962836473,-0.59007549,-0.777947591,-3.27221226,-0.840675584,-0.130501459,6.202928871
CDC20,CDC20-2,-1.067509136,-0.916475891,-2.893313649,-0.350297252,-2.028311636,-1.44133597,-0.208422036,5.809225957,-2.308994677,2.327916611,3.363985216,-1.317872179,0.824654359,-0.042159891,4.470874566,3.365359558,-2.758883962,-2.272184324,4.747611436,0.815600737,2.797326585,-0.135052408,-0.883089024,-2.591505595,2.171710233,-2.342073849,-3.053566715,1.046605237,0.271216927,-0.772107495,1.216746386,5.082204637,-0.787608475,2.857482984,2.583363546,3.528045848
MCH5,MCH5,0.975912002,-1.576639703,2.525964563,2.906502055,0.783501108,-2.949065154,-0.311574944,1.456809803,1.289793456,0.187099759,-0.435731295,-1.225983875,-0.383380567,-1.92661788,-2.098429662,-0.781451541,-3.840042601,-1.693332555,-0.761341588,1.554745744,1.183484453,3.293026389,0.712098311,0.317716725,-1.846839297,-1.699789728,-3.063946579,2.197612055,-2.398789091,-2.552031649,-0.838269378,0.524745904,1.406291854,-0.658564808,-1.017762021,0.050895119
YHC1,YHC1-1,1.888655813,-1.167423089,-1.206968601,1.338644329,2.694540843,0.837890176,0.735530283,-0.32148081,-0.327776815,2.599149417,-0.956991184,-2.132693727,-0.51512627,-3.378864139,-1.588597567,-1.904173936,-1.569000638,0.267537121,2.556527467,-0.041918501,-0.332576474,3.368235029,-2.032732608,0.117971507,0.09650099,-1.409212099,-3.064386895,1.62495911,-1.250673376,-3.781358154,-1.021166332,2.506659131,-1.099292647,3.014198748,-1.015282298,0.975945786
GSH2,GSH2,0.88969065,1.272378299,-0.219000403,1.745792668,2.249480205,-3.69785249,0.168408698,-2.282529392,0.291634665,1.051611853,0.78468972,-1.117854478,2.518751894,-1.016352813,0.19096305,-3.320334142,-0.670400049,0.229011642,-2.574440008,-1.796919058,-0.004569803,1.537293936,-0.177831533,-0.768718741,0.139120906,-0.775124739,-3.086303659,2.474324241,-1.913343767,-1.136296677,-2.341506176,-0.778356819,-0.32386289,-0.383556187,-0.671907712,0.28031862
PRE2,PRE2-75,2.536978591,0.731193092,1.644600446,-1.766592356,1.476202966,-1.6671669,-3.768972621,2.260422085,-0.726663925,-0.541240824,-0.431474349,-3.739691504,0.206317328,0.612527181,-0.331708277,2.409254207,-3.490211121,-2.244374115,3.077101208,0.920610392,1.900679758,1.872867361,-1.241397408,0.479649301,2.757608289,-2.30073291,-3.0869672,1.810442942,-1.483053701,-3.248594468,-3.401625796,0.950613608,4.060124796,1.615071686,-2.589972188,-0.15393251
YBL059W,YBL059W,-1.14399219,-0.459902429,-0.170103769,0.068793175,-0.44829553,3.164023362,-0.168786311,-1.495427734,0.493443936,0.355083301,-0.537376415,-1.801935046,0.248860297,-0.705061718,2.255231046,-1.099281922,0.705204481,-0.263737282,-0.497021845,-0.411205643,-1.715523405,0.897088989,-0.780787863,-0.487490311,0.594953246,-0.972658858,-3.088060224,-0.042036721,-0.421262801,-0.899916873,1.50359782,0.357865796,-1.061527587,1.723561469,1.078053574,-0.269570582
YMR221C,YMR221C,2.234565086,-0.329498941,1.91622253,0.648490527,-0.165033702,-1.332302092,-1.65864358,1.498029666,-0.667672759,-0.744263799,-1.500184358,-0.605213655,-0.108698793,-0.268018247,-0.012611373,1.269967672,-2.692354678,-0.350726489,2.61715177,1.529376236,2.671666623,1.888223695,1.232539728,-0.360582947,-0.874101632,-1.237719633,-3.090524217,2.404206116,-1.317640125,-2.349265351,-0.431567119,-1.775198795,1.485508042,-0.238766604,-1.646951144,0.090816774
UTP23,UTP23-5001,-1.885778086,-2.177198951,-1.299612809,-0.732004371,2.093013322,0.704509753,-0.297679587,1.482516329,3.894604119,0.735914726,-0.679704266,-2.033803111,-0.393921056,0.475891337,-0.142062927,1.92354415,1.783581409,-2.10108184,0.888782498,-0.150455409,0.518091052,0.438513081,-0.212027427,-1.170507167,-0.887089919,-1.613842286,-3.093025168,-1.223792152,0.76000998,-1.110286602,2.813546172,-0.762789254,-0.289540185,-1.89771068,1.36072492,2.873046933
NSE4,NSE4-TS1,-1.77936484,1.405398392,-2.19547543,3.635498454,2.966226845,-0.951436618,-3.052727084,-0.466120452,-1.207544379,1.353173325,-0.090746443,-2.122745604,1.058661011,-0.173096014,-1.772298283,0.053156658,-2.679457364,-1.464944848,-0.666639538,-0.708381565,-0.037428497,1.904299712,0.912688197,-0.449024855,0.152299833,-2.978261614,-3.093247601,4.08503894,-0.758964826,-1.934368792,-2.160822811,1.709548979,-1.899870644,0.035957179,-1.475351808,2.443563157
NUF2,NUF2-61,2.095057208,1.397521537,0.490563848,0.445043019,1.378142091,-0.267584132,1.208926907,-0.72482395,1.468342444,2.037821616,0.30846433,-3.745161145,2.097821469,-0.744824146,-0.781583469,-1.787408631,-1.014914979,-2.233264723,-1.656811171,-0.829059842,-1.237527785,-0.283243449,0.305328783,-3.199166348,0.462379947,-1.093020443,-3.104756125,2.067066461,1.174424373,-1.839922818,-0.154026757,3.122003724,0.208034354,0.235080948,-0.268284985,-2.517860376
IZH1,IZH1,-0.153132267,-0.359751387,-0.012721718,0.519208771,0.617913972,0.222928153,1.285238671,-0.469187046,2.098885234,0.562963161,-1.749359951,-0.61299046,1.290682613,-0.310021129,0.30517271,-0.022432228,0.198644086,-1.50518256,0.53780825,0.360513405,-0.055472671,0.649135391,-0.326107797,2.120244549,0.14230129,-0.611112765,-3.10514599,-0.533383992,-1.551545771,-2.369964281,1.266017553,-1.009526027,0.182822392,2.977795683,-0.54956727,-2.60246465
TFC3,TFC3-G349E,0.312979634,-0.400722765,2.73213253,1.350955323,0.738302103,0.223253828,2.0583284,-0.261931046,2.07957581,0.688700997,-2.357841954,-0.932191046,-1.364881715,-2.901099084,-2.133651998,-0.437865867,-0.331898446,0.731131903,-1.369713937,0.069572726,0.440941568,2.967734249,-1.157514362,4.720519451,1.09276763,-1.368151734,-3.11381115,1.113328298,-0.308823564,-3.066082169,1.270526896,-0.565119823,-1.487086093,-0.559322649,-0.523647346,0.314745345
IRA2,IRA2,-2.171128099,-0.791297547,2.465917249,0.313105928,0.573739088,2.97250094,0.648165123,0.806526229,1.325428057,-1.735611677,-6.190940189,2.360983437,-3.112266834,-3.012732134,2.198596927,1.650824071,-0.227090411,0.589591457,0.491739836,0.724064288,1.641633403,-0.802030544,2.074337893,1.177203947,1.074063828,0.996806611,-3.123928298,-1.114391957,-0.447254976,-1.928608481,4.80257607,-3.385996133,-0.548021568,2.231363268,2.667401458,1.826141971
DOM34,DOM34,1.594897751,-2.924658795,-0.580335306,-2.080150469,-0.892682618,-2.476163765,1.032429229,8.292038074,-0.757529701,0.549379294,-3.923318542,-3.925934665,-2.553726252,0.384608179,-1.035152023,6.531399188,-4.63506476,-2.891424634,6.75209741,6.326411805,-1.260990179,3.077607844,0.334162313,0.241860353,2.168262823,-2.804748788,-3.13825385,0.848353059,0.046417805,-2.612966068,1.895202951,-0.659615327,-0.17450574,3.001709859,-2.844424689,2.134899852
TAD2,TAD2-5001,-0.989441663,-0.963028403,1.13389728,-1.976796479,3.87912028,0.133730881,2.170353963,1.484153781,5.102930348,-0.943158218,-1.22113022,-2.203946503,0.730084001,-4.032092891,-1.260893584,-0.114822076,1.986029699,-1.798464045,-0.458399449,0.465331833,-0.237291476,1.784907129,-1.399733535,-0.20098907,3.261563174,-0.865147483,-3.141415072,0.139142422,-1.486518304,-3.875824979,3.155967927,-1.656029999,-0.050336411,1.051573409,1.738448184,-2.859339619
NOP14,NOP14-5001,-3.141808895,3.517594883,2.019735113,1.09561138,-0.05078907,-2.062518951,-2.596546815,1.608661083,1.727768836,-1.36303026,1.610133113,0.481628366,1.481237288,-2.527402453,2.079618634,-1.060936109,-0.960177387,-2.173179287,-1.000490133,-0.201820699,-1.941442433,1.865590972,0.038899184,-0.268577796,2.618736407,-2.594615036,-3.146011074,1.810646559,-0.085607255,-1.384224867,0.88160993,0.701481435,0.398251821,-0.177135846,0.312828039,-0.020113151
KAP95,KAP95-E126K,0.458696617,1.278723886,1.586998912,-0.6813318,0.118797348,0.574440962,0.647816497,2.415973149,-0.100678836,-1.68452807,-1.62947471,0.096427642,0.550473101,-0.568181663,-0.769754269,3.606207488,-1.964423005,-2.371263885,1.3189665,2.324615948,-1.085169231,1.097531604,-1.040540972,0.420672099,1.765182247,-1.621696012,-3.151444824,1.109572863,0.922098908,-3.444578481,2.513587877,0.113846831,-1.937954678,2.149596369,2.073154116,0.068733006
PHO23,PHO23,-3.581402263,1.727502422,1.887301008,-0.611663036,-2.998537686,1.217533763,-0.683242687,-0.950337819,0.508891197,-2.158025068,-0.924388911,1.713599441,-1.062981941,1.907800537,-1.110037995,-0.382872678,1.520750153,1.536363693,-0.868107096,-0.227412904,1.35099371,-0.846621119,3.151466725,1.168198694,1.467080931,1.304013268,-3.152743343,-1.43728777,-1.689154717,-1.626649655,1.147634376,-1.458193566,-0.522136562,1.362413273,-0.10063481,0.071469362
CCH1,CCH1,-0.711827954,-2.260315726,1.921926882,0.352422393,0.689546052,-0.284447145,-5.431810387,3.01510298,-3.303592433,-2.189103785,-0.101856126,-0.90669603,-1.210663216,-1.46538714,1.185718168,0.77628884,-4.110428439,-1.462712134,3.732961844,1.599046476,1.716461697,4.564284047,3.342413846,0.81453164,0.68149508,-0.216965351,-3.162037043,2.753208967,-0.232741484,-1.466159452,0.864007442,1.957294204,1.201810278,-1.179725254,-1.479430659,0.489998329
PEX34,PEX34,-1.559078745,-1.144538616,0.515036658,-1.128571961,-1.213246219,0.103102758,1.258800369,0.058143157,2.608040149,-0.893569828,-2.408590236,0.643045618,0.068459801,-1.113705548,0.632764736,0.879832752,0.275795401,-0.841262784,0.260630668,1.520847308,-0.210572846,0.893160571,1.241269533,0.66460364,4.218098769,-2.950510225,-3.165501768,1.826101179,-1.096289993,-1.875366538,3.180031883,-0.176333801,-1.115717009,1.34043519,3.221125175,0.794494275
CDC4,CDC4-3,-1.270432681,-1.614843658,-2.197814549,0.109283313,-0.040088112,-4.61076581,-5.630527282,4.513933594,-2.764838303,-3.946162875,-0.004603349,-3.241572868,-0.570209871,1.402166074,1.788893703,6.662591717,-3.078080659,-2.76631978,6.496936414,5.195933005,2.659566604,0.912387824,-2.035467098,-0.425374483,1.313183899,-1.672618809,-3.167636743,1.340015424,-3.334858584,-0.924585076,1.01212553,1.608822938,-0.618075486,0.662384797,-0.292079417,1.475064179
YRB30,YRB30,-1.892159775,0.714407799,0.028605593,-0.093227698,-2.192398495,-0.667205322,0.691261747,1.729016868,0.513538861,-1.351610803,-0.36401548,0.044042594,-0.085469039,0.215166831,0.518948975,1.584746651,0.467555214,-0.25441607,1.200886855,1.823631271,1.360177524,0.298110991,0.735031098,-0.101119413,2.927700846,-1.790557963,-3.170445652,-0.779255824,-1.575093404,-0.164556255,1.382237331,1.333767379,-1.800382776,-0.437124445,0.954306938,1.129257732
PFK2,PFK2-SUPP1,-1.248204214,-0.052500993,2.470428701,0.162206539,-0.285012028,2.244511434,3.291257348,-0.47507618,2.484975358,-0.423012825,-1.704674479,-0.515271105,2.416327253,-3.39139196,-0.992035989,-0.758376127,0.890671017,-2.845295668,-0.88751921,1.415670461,-0.499071424,2.699079189,-1.701011158,-0.721372379,2.210330888,-3.639648031,-3.205935321,2.327487711,-0.275577012,-2.054689601,1.270228272,1.109637146,-1.334142262,0.117745338,3.932832197,1.502329622
TIF6,TIF6-5001,0.060134987,-0.311850415,-0.823971675,1.60216458,1.172651179,-1.23765744,-1.066749939,-0.682423701,0.05095625,1.396366554,2.234560663,-3.379259253,0.216978331,-0.804175074,4.761635849,-1.391863995,-1.244027291,-2.138064303,0.72639036,-1.516791139,0.22253386,1.960662745,1.421489948,-0.618305205,-2.449130895,-2.021444847,-3.207829404,-1.154218206,1.428037362,0.187837337,0.867973748,-1.151254804,-1.385997351,0.807890258,1.761441737,5.351853766
ACL4,ACL4-SUPP1,0.765119534,-0.505069537,1.874036569,3.669220811,0.443492712,-0.078018263,-0.498233618,-0.684160255,1.213916546,0.493021853,-2.807293871,-1.427745545,-0.296488117,-1.54824164,-2.416065061,2.877790008,-1.013476378,-1.842682655,1.619498053,0.076351926,-0.635163013,2.893355646,-2.223242032,-0.271587264,-0.644418632,-2.709406845,-3.210719185,2.228405225,-1.140155842,-3.224209484,0.581098399,0.059767962,-0.538959236,1.736877248,-1.447466693,-2.718257682
YBR241C,YBR241C,-2.245296247,-0.427659892,1.184097596,0.379812157,2.460263427,-0.957106894,0.053406113,1.463630718,-1.67379144,-1.961894926,-0.726710179,0.024684807,-2.173370841,0.209694823,-0.559519289,0.024714585,-0.256581988,-0.460504263,-0.403701155,0.905852229,-0.585869945,2.777648539,-1.755912443,0.251463152,0.656612058,-2.898530075,-3.211327583,1.748069172,-1.966081159,-2.675592744,-1.466449297,1.907915359,-0.16569096,-0.187402909,-1.567126645,0.912979247
RPL22A,RPL22A,-0.217989621,0.009123562,0.657761915,2.300521203,0.133542137,-2.659613791,0.92408185,0.591988001,1.908318195,-1.692615971,-0.428721958,-4.359142457,0.258967637,-1.051393132,3.82490908,2.112203307,1.005813006,-2.567753415,-0.597386452,0.007497909,-0.774430451,0.087952292,-1.854290205,-1.160067353,2.160253709,-1.879755148,-3.224091265,-0.438101577,2.063742178,0.152152144,2.515016572,-0.305255988,-4.709449849,4.259487219,1.643927474,0.254627015
SRM1,SRM1-TS,-1.642908181,-1.356014622,-1.204999176,-1.978568785,0.301088352,-0.750783466,-1.741156448,4.539110728,-1.271458426,-2.678445838,-0.688840094,-1.571977253,-0.795852091,-1.496472653,-2.33510588,1.737943874,-2.290064804,-1.26104284,3.188843385,3.305423299,1.146659937,2.414879331,0.108024422,1.12327675,1.626459673,-3.228652544,-3.231465535,1.678448757,-2.164614048,-4.019142903,1.96889293,2.997773921,-1.039122239,-0.158181786,-2.002850814,1.433386668
MGR1,MGR1,-1.449888575,0.00811626,-0.021636963,2.558811132,1.067821847,1.349025606,1.221745007,0.770242086,1.3897146,-1.481382616,-2.681429645,-1.549837387,-0.830523645,-1.324593398,1.645449615,0.490900972,0.724027661,-1.880801507,0.292880649,1.924247824,-1.404866352,-0.55371073,0.659911583,0.828691156,-1.199557684,-0.728749273,-3.234173252,-0.825989764,0.407944675,-1.44340451,1.955196442,1.564097233,-0.974012477,-0.647119146,0.471798772,1.541097743
ATP23,ATP23,0.796847887,3.285785,1.129039415,0.398150717,-0.508747948,-0.151654876,0.277155801,-1.476380314,2.080116437,0.4878108,-2.032635317,-0.721810196,1.821945202,-1.209447771,0.29096598,-0.970829769,2.067217622,-1.919790344,-2.212038059,-1.07852134,-1.953618658,-0.435650812,-1.121478036,0.324767619,1.725691491,-0.933364261,-3.242065511,0.203449893,-0.728304577,-1.995263101,1.812726124,-1.065194197,-1.635793114,0.772787587,1.938654211,0.087022992
MSL5,MSL5-5001,1.104262901,0.530681378,0.500661013,2.057092033,0.533888613,0.114443036,-0.974599575,0.523664023,1.029376068,2.661730268,-1.233913651,-2.630842014,0.019712189,-1.34315128,-1.834502955,0.514588771,-3.239444366,-2.055987616,3.304734728,-0.108180582,-0.758458777,2.928338397,0.676518884,-0.771562186,0.24369112,-4.487558949,-3.246168883,3.067119558,1.454024807,-2.233351602,-1.772195014,1.695476883,-1.105882254,1.117857383,-2.123962319,2.291557562
SEC24,SEC24-2,-3.773406077,0.083223937,1.699949149,-0.898553418,1.032328865,-0.427583722,2.012231988,3.244899728,-0.488808717,1.831863426,-0.791516918,-4.825940189,0.245301427,-4.718147353,2.42615348,1.806215145,-3.421475082,-3.569722613,5.499900786,2.74531691,-0.074720806,2.476225415,0.419611779,-1.423223951,-0.016077539,-2.096486344,-3.264193221,2.819042387,-1.363308356,-0.663603654,-0.739060351,0.08221984,-1.95336091,-3.056534775,-1.791321153,1.354344728
YFR006W,YFR006W,1.388128778,1.62084269,3.047277328,2.716006071,1.65346468,-0.498608615,-1.021268349,1.207240679,0.468068598,-0.180893618,-2.247826412,-2.796202522,1.219049883,-0.641443869,-2.663816293,1.061892331,-1.020605076,-2.230319479,-0.455347127,1.0655453,-2.295095234,-0.251506447,0.714817705,-0.643223117,2.631213454,-1.582474911,-3.277360568,2.691105765,-1.591001225,-1.599140633,0.299345775,1.471504772,0.157696629,-0.593566664,-0.985593957,-1.678947142
SEC26,SEC26-11D26,-3.027090537,-3.249261207,0.213013376,0.895485743,1.112422185,-0.288725105,1.119886179,2.356511797,0.22592052,1.685958672,1.778584001,-2.965284549,-0.547333162,-2.374021948,1.839495705,2.09785526,-1.892768921,-2.130307092,1.998294061,2.260143104,2.133357671,1.768193547,2.72094251,-3.028286386,2.377339198,-6.291025772,-3.280335028,0.220210173,7.356395229,2.807533503,0.515199241,2.838882055,-2.436873236,-0.899864739,-0.377060259,6.275895103
DCK1,DCK1-SUPP1,-1.468218232,0.723207572,0.504664764,-0.220034677,-0.178507932,-1.202757611,0.13225388,0.169134003,-1.671131006,-3.030529115,-1.042404231,-0.437528123,-0.861348292,0.616251403,0.991280764,1.679485229,-1.243520201,-0.612806907,-0.017947446,0.143234955,1.172179901,2.440571581,-0.7665129,0.757418453,0.555874279,0.015670497,-3.28120388,0.517115807,-1.077510735,-1.8411381,0.184026907,-0.580654223,-0.095454429,1.742430883,-0.628993663,0.240860872
BTS1,BTS1,-2.453995704,-2.801970203,-1.090134115,-1.304022764,1.069834116,-1.173033727,0.00315101,2.818201697,-0.401538096,-0.592319763,-2.111611945,-1.344901116,1.071091302,-0.977400622,-1.979844839,4.450488791,-1.011342786,-1.228353875,2.105848961,1.4015177,-1.090623134,1.111794056,3.193211005,1.723816247,0.506800727,0.253020213,-3.291579881,0.182513745,1.132370815,2.157171396,1.520173593,0.55486126,-2.56958216,-0.905393452,-0.942771205,2.559566653
SEC1,SEC1-1,0.109785685,-0.31144048,4.773117254,1.142575843,2.336550447,0.665559898,-1.630746111,0.714433761,1.572816773,0.821412703,-1.262771355,-4.046501007,-2.754497159,3.21428284,0.804745806,0.00651969,-1.447743333,-1.504976313,2.098002956,0.52042805,1.200114774,0.110011403,0.270888318,0.722877625,-1.873936151,-0.439023228,-3.293630915,-1.771065749,-2.237916525,-1.460418009,0.995287291,-2.450101665,0.049922429,-0.020408824,-2.17314488,0.261817553
TEL2,TEL2-7,2.46858812,-1.299094943,0.348735072,-0.574262814,2.302937098,2.028433437,-0.312230228,1.087309551,0.190900488,0.019108268,-1.224967535,-2.883638801,1.132401033,-0.782355164,1.336576224,0.966276429,-2.863379092,-0.808335107,0.65302797,-0.926056432,0.274213731,2.104293829,0.257857648,1.380843719,-0.3931469,-1.680215708,-3.294269134,1.950797129,-0.641057704,-2.324093023,2.016763146,0.662512826,0.686693478,-0.447356356,-1.250517184,-0.701397634
PRE3,PRE3-2,1.208515618,-0.973852013,-2.175297897,0.877617887,-0.082950407,1.23209353,0.363223616,0.765344951,3.938084064,4.484635948,1.55179051,-6.110508015,0.896899598,-1.594960801,1.127757599,0.40877165,-0.989036012,-3.575143959,2.685899559,-1.117190221,-1.027318274,0.528480374,0.192232094,-0.553920982,2.228628861,-1.141194564,-3.302954592,1.354403782,-0.240944238,-1.21979686,-0.649661246,-1.256587196,1.916683378,-0.497802747,0.77109507,3.453993045
PDC1,PDC1,-1.494928442,1.530750577,0.081004564,1.644098248,0.387556138,0.881671354,-0.620022958,0.804175709,-0.170262878,0.596113981,-0.565112621,-2.57003415,-1.983880792,0.70556275,0.300780702,-0.50839603,-0.129395195,-2.882594318,-0.662447075,1.377903845,1.028346693,2.622852107,1.418912134,-1.462057527,1.563834758,-2.190971611,-3.306855907,-0.063355814,0.042781285,-1.167049683,1.007473402,-0.981712176,-1.490104897,0.215430953,-0.855738837,1.163694013
RPT3,RPT3-1,2.259873715,-3.401176988,2.078058351,1.436018852,-2.141160167,-1.539374494,-0.3936332,2.786243521,1.514769019,-2.318247151,-2.051925915,-2.009274517,-0.079070699,-1.922240012,-0.08361846,3.691457556,-0.56645183,-0.776508394,2.529791402,2.39133556,0.316437638,2.011751029,-1.981979827,2.677216544,2.574864457,1.055704122,-3.335401422,2.444037814,-4.278721882,-2.889817128,3.292611066,-3.593806005,-0.120319862,3.244870229,2.25280336,-0.312227845
PEF1,PEF1,2.660326822,2.045773927,1.903426498,-0.688434717,2.515528702,0.529471036,0.997908036,-0.097908944,2.502918898,1.2614838,-0.876889078,-2.278759607,-0.999019134,-3.638787232,-3.126658953,0.087662438,-0.251334326,-0.929131659,0.261631915,-3.080735543,0.402397503,1.297217751,0.548899972,0.341841552,-0.396624948,-1.784710348,-3.363585,2.782183871,-2.686489153,-4.132287548,-0.775311263,-0.368064493,0.516220018,0.801709321,1.077190392,0.200960774
POL1,POL1-12,1.157387649,-3.141858542,2.543445914,0.551641912,-0.657699541,0.938784681,-1.681266179,-0.205192612,1.080302091,0.048591213,-1.700194533,0.342883734,-2.242145184,-1.349203619,-2.260944843,3.030748506,-2.968761606,-0.295896584,2.731948959,1.672760188,3.939025918,3.845380615,0.995831125,0.228125435,2.192607153,-2.907330205,-3.377426244,3.825055371,-4.586363855,-3.816794483,-0.478860961,0.677410323,1.443389802,0.952882827,-0.594297293,0.925206448
CIT1,CIT1,-3.251635612,-1.109170309,0.581511035,-0.259053543,-0.261896514,-0.030558694,-1.182168793,0.987203807,1.726256415,-2.282776592,-1.084299213,-1.38010769,0.217153038,-3.822867445,-0.517275669,1.431230729,-2.094699489,-0.965895345,2.539301402,2.986129599,0.783094897,4.277408836,-0.146439052,-0.335824408,1.287979204,-3.385445231,-3.378104135,1.875639087,-0.937780443,-3.026293867,-0.063965585,4.315675442,-1.606120815,2.152559054,-0.048335692,0.740583879
HFA1,HFA1,1.257665116,-0.543473186,1.729339374,0.874565382,0.358190861,-1.299298908,1.860267048,0.616858846,1.953280481,1.031175563,-3.65666636,-0.786799181,0.554587778,-1.567617044,-0.489064478,0.342487394,-0.234897836,-2.281129773,1.248638951,1.018926728,-0.914865587,3.945175892,-1.525395401,-2.646073269,-0.612049222,-2.087765858,-3.380637931,3.154173723,-0.953787043,-2.518814439,1.903419458,0.684109374,-0.752722795,1.709894118,0.543821955,0.425654071
